rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,rollout/exploration_rate,train/loss,train/n_updates,train/learning_rate
23.0,3827,23.0,92,0,4,0.9421800000000001,,,
23.75,478,23.75,190,0,8,0.9338499999999998,0.0018587274244055152,89,0.001
22.666666666666668,386,22.666666666666668,272,0,12,0.9268799999999999,0.0001731421798467636,171,0.001
24.6875,359,24.6875,395,1,16,0.9164249999999998,0.0003783695865422487,294,0.001
23.75,349,23.75,475,1,20,0.9096250000000001,9.813719225348905e-05,374,0.001
24.541666666666668,339,24.541666666666668,589,1,24,0.8999349999999999,0.0062639471143484116,488,0.001
23.785714285714285,326,23.785714285714285,666,2,28,0.8933899999999999,0.013700718991458416,565,0.001
23.25,324,23.25,744,2,32,0.88676,0.010215023532509804,643,0.001
22.86111111111111,288,22.86111111111111,823,2,36,0.8800449999999999,0.01767672225832939,722,0.001
23.45,285,23.45,938,3,40,0.87027,0.013339057564735413,837,0.001
23.545454545454547,286,23.545454545454547,1036,3,44,0.8619400000000002,0.009122536517679691,935,0.001
23.416666666666668,289,23.416666666666668,1124,3,48,0.8544599999999998,0.023169059306383133,1023,0.001
23.46153846153846,290,23.46153846153846,1220,4,52,0.8463,0.021743563935160637,1119,0.001
22.803571428571427,287,22.803571428571427,1277,4,56,0.841455,0.021145852282643318,1176,0.001
22.7,286,22.7,1362,4,60,0.8342299999999998,0.02464291639626026,1261,0.001
22.859375,284,22.859375,1463,5,64,0.8256450000000002,0.01490775216370821,1362,0.001
23.073529411764707,286,23.073529411764707,1569,5,68,0.8166350000000001,0.031234584748744965,1468,0.001
23.694444444444443,288,23.694444444444443,1706,5,72,0.8049899999999999,0.01320048701018095,1605,0.001
23.276315789473685,290,23.276315789473685,1769,6,76,0.7996350000000001,0.02822733297944069,1668,0.001
24.25,294,24.25,1940,6,80,0.7851000000000001,0.01814478263258934,1839,0.001
24.083333333333332,294,24.083333333333332,2023,6,84,0.7780449999999998,0.04192982241511345,1922,0.001
23.670454545454547,295,23.670454545454547,2083,7,88,0.7729449999999998,0.015823880210518837,1982,0.001
24.369565217391305,298,24.369565217391305,2242,7,92,0.75943,0.01425723172724247,2141,0.001
23.927083333333332,298,23.927083333333332,2297,7,96,0.7547550000000001,0.027317946776747704,2196,0.001
23.96,298,23.96,2396,8,100,0.7463400000000001,0.060434795916080475,2295,0.001
24.1,300,24.1,2502,8,104,0.73733,0.23968826234340668,2401,0.001
24.66,302,24.66,2656,8,108,0.7242399999999998,0.017385030165314674,2555,0.001
25.04,303,25.04,2776,9,112,0.7140399999999999,0.038606904447078705,2675,0.001
25.13,305,25.13,2908,9,116,0.70282,0.03536156192421913,2807,0.001
26.34,304,26.34,3109,10,120,0.685735,0.026763655245304108,3008,0.001
27.11,303,27.11,3300,10,124,0.6694999999999998,0.02690928615629673,3199,0.001
27.42,304,27.42,3408,11,128,0.66032,0.017353294417262077,3307,0.001
28.11,306,28.11,3555,11,132,0.6478250000000003,0.09245333820581436,3454,0.001
28.58,307,28.58,3681,11,136,0.6371149999999999,0.013512078672647476,3580,0.001
28.8,305,28.8,3818,12,140,0.6254700000000001,0.03420111536979675,3717,0.001
29.22,306,29.22,3958,12,144,0.61357,0.017412472516298294,3857,0.001
29.16,306,29.16,4040,13,148,0.6066,0.055030882358551025,3939,0.001
30.66,307,30.66,4286,13,152,0.5856899999999999,0.004618608392775059,4185,0.001
30.91,307,30.91,4368,14,156,0.57872,0.03286703675985336,4267,0.001
34.07,304,34.07,4769,15,160,0.5446349999999999,0.018988370895385742,4668,0.001
34.75,301,34.75,4938,16,164,0.5302700000000001,0.017077548429369926,4837,0.001
35.27,297,35.27,5096,17,168,0.51684,0.005219101905822754,4995,0.001
35.03,297,35.03,5209,17,172,0.5072350000000002,0.027944130823016167,5108,0.001
36.01,298,36.01,5370,18,176,0.49355000000000027,0.033735889941453934,5269,0.001
35.57,298,35.57,5497,18,180,0.4827549999999998,0.03869416192173958,5396,0.001
36.7,299,36.7,5693,19,184,0.46609500000000015,0.06380288302898407,5592,0.001
37.99,300,37.99,5882,19,188,0.4500300000000001,0.005667062010616064,5781,0.001
38.4,301,38.4,6082,20,192,0.43303000000000014,0.13877542316913605,5981,0.001
43.57,293,43.57,6654,22,196,0.38441000000000003,0.05338931083679199,6553,0.001
45.08,293,45.08,6904,23,200,0.36316000000000004,0.08215205371379852,6803,0.001
46.19,292,46.19,7121,24,204,0.3447150000000001,0.0882813110947609,7020,0.001
47.42,292,47.42,7398,25,208,0.32117000000000007,0.06423118710517883,7297,0.001
49.06,293,49.06,7682,26,212,0.29703,0.06019807234406471,7581,0.001
50.74,293,50.74,7982,27,216,0.27152999999999994,0.05231962352991104,7881,0.001
55.01,291,55.01,8610,29,220,0.21814999999999996,0.025792650878429413,8509,0.001
57.99,288,57.99,9099,31,224,0.17658499999999988,0.41329488158226013,8998,0.001
