rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/learning_rate,train/loss
23.0,23.0,22254,0,92,0.9421800000000001,4,,,
23.75,23.75,720,0,190,0.9338499999999998,8,89,0.001,0.0018587274244055152
22.666666666666668,22.666666666666668,548,0,272,0.9268799999999999,12,171,0.001,0.0001731421798467636
24.6875,24.6875,484,0,395,0.9164249999999998,16,294,0.001,0.0003783695865422487
23.75,23.75,461,1,475,0.9096250000000001,20,374,0.001,9.813719225348905e-05
24.541666666666668,24.541666666666668,447,1,589,0.8999349999999999,24,488,0.001,0.0062639471143484116
23.785714285714285,23.785714285714285,435,1,666,0.8933899999999999,28,565,0.001,0.013700718991458416
23.25,23.25,425,1,744,0.88676,32,643,0.001,0.010215023532509804
22.86111111111111,22.86111111111111,418,1,823,0.8800449999999999,36,722,0.001,0.01767672225832939
23.45,23.45,414,2,938,0.87027,40,837,0.001,0.013339057564735413
23.545454545454547,23.545454545454547,398,2,1036,0.8619400000000002,44,935,0.001,0.009122536517679691
23.416666666666668,23.416666666666668,388,2,1124,0.8544599999999998,48,1023,0.001,0.023169059306383133
23.46153846153846,23.46153846153846,385,3,1220,0.8463,52,1119,0.001,0.021743563935160637
22.803571428571427,22.803571428571427,385,3,1277,0.841455,56,1176,0.001,0.021145852282643318
22.7,22.7,384,3,1362,0.8342299999999998,60,1261,0.001,0.02464291639626026
22.859375,22.859375,383,3,1463,0.8256450000000002,64,1362,0.001,0.01490775216370821
23.073529411764707,23.073529411764707,381,4,1569,0.8166350000000001,68,1468,0.001,0.031234584748744965
23.694444444444443,23.694444444444443,376,4,1706,0.8049899999999999,72,1605,0.001,0.01320048701018095
23.276315789473685,23.276315789473685,370,4,1769,0.7996350000000001,76,1668,0.001,0.02822733297944069
24.25,24.25,364,5,1940,0.7851000000000001,80,1839,0.001,0.01814478263258934
24.083333333333332,24.083333333333332,363,5,2023,0.7780449999999998,84,1922,0.001,0.04192982241511345
23.670454545454547,23.670454545454547,361,5,2083,0.7729449999999998,88,1982,0.001,0.015823880210518837
24.369565217391305,24.369565217391305,361,6,2242,0.75943,92,2141,0.001,0.01425723172724247
23.927083333333332,23.927083333333332,361,6,2297,0.7547550000000001,96,2196,0.001,0.027317946776747704
23.96,23.96,361,6,2396,0.7463400000000001,100,2295,0.001,0.060434795916080475
24.1,24.1,360,6,2502,0.73733,104,2401,0.001,0.23968826234340668
24.66,24.66,361,7,2656,0.7242399999999998,108,2555,0.001,0.017385030165314674
25.04,25.04,361,7,2776,0.7140399999999999,112,2675,0.001,0.038606904447078705
25.13,25.13,362,8,2908,0.70282,116,2807,0.001,0.03536156192421913
26.34,26.34,361,8,3109,0.685735,120,3008,0.001,0.026763655245304108
27.11,27.11,361,9,3300,0.6694999999999998,124,3199,0.001,0.02690928615629673
