rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,rollout/exploration_rate,train/loss,train/n_updates,train/learning_rate
23.0,6671,23.0,92,0,4,0.9817840000000004,,,
26.25,602,26.25,210,0,8,0.9584200000000002,0.0076560042798519135,109,0.0005
28.583333333333332,374,28.583333333333332,343,0,12,0.9320860000000002,0.0007772879907861352,242,0.0005
29.75,298,29.75,476,1,16,0.9057520000000003,0.0002134356036549434,375,0.0005
30.45,286,30.45,609,2,20,0.8794180000000004,0.01608200930058956,508,0.0005
28.791666666666668,279,28.791666666666668,691,2,24,0.8631819999999994,0.008098438382148743,590,0.0005
26.964285714285715,274,26.964285714285715,755,2,28,0.85051,0.021272137761116028,654,0.0005
26.8125,276,26.8125,858,3,32,0.8301160000000005,0.0020889255683869123,757,0.0005
26.166666666666668,280,26.166666666666668,942,3,36,0.8134840000000003,0.004388241097331047,841,0.0005
25.525,284,25.525,1021,3,40,0.797842,0.14921751618385315,920,0.0005
25.704545454545453,289,25.704545454545453,1131,3,44,0.7760620000000003,0.043688010424375534,1030,0.0005
25.020833333333332,290,25.020833333333332,1201,4,48,0.7622019999999996,0.06786903738975525,1100,0.0005
25.173076923076923,287,25.173076923076923,1309,4,52,0.7408180000000002,0.016930444166064262,1208,0.0005
24.857142857142858,285,24.857142857142858,1392,4,56,0.7243840000000002,0.034408554434776306,1291,0.0005
25.1,286,25.1,1506,5,60,0.7018119999999997,0.21134492754936218,1405,0.0005
25.8125,290,25.8125,1652,5,64,0.6729040000000004,0.11411100625991821,1551,0.0005
26.83823529411765,294,26.83823529411765,1825,6,68,0.6386500000000002,0.06335614621639252,1724,0.0005
26.51388888888889,295,26.51388888888889,1909,6,72,0.6220180000000002,0.06412038207054138,1808,0.0005
26.55263157894737,292,26.55263157894737,2018,6,76,0.6004360000000004,0.121756412088871,1917,0.0005
26.8875,288,26.8875,2151,7,80,0.5741019999999994,0.08002791553735733,2050,0.0005
27.547619047619047,289,27.547619047619047,2314,7,84,0.5418280000000002,0.007909153588116169,2213,0.0005
28.738636363636363,293,28.738636363636363,2529,8,88,0.4992580000000004,0.027601152658462524,2428,0.0005
30.01086956521739,294,30.01086956521739,2761,9,92,0.45332199999999956,0.1977922022342682,2660,0.0005
33.5625,298,33.5625,3222,10,96,0.3620439999999996,0.016748247668147087,3121,0.0005
37.96,294,37.96,3796,12,100,0.24839200000000017,0.014234485104680061,3695,0.0005
44.93,293,44.93,4585,15,104,0.09216999999999997,0.20670871436595917,4484,0.0005
52.7,298,52.7,5480,18,108,0.01,0.007759740110486746,5379,0.0005
59.91,296,59.91,6334,21,112,0.01,0.06704597920179367,6233,0.0005
66.87,297,66.87,7163,24,116,0.01,0.007756691426038742,7062,0.0005
74.63,298,74.63,8072,27,120,0.01,0.1501254290342331,7971,0.0005
81.04,298,81.04,8795,29,124,0.01,0.20951765775680542,8694,0.0005
86.94,297,86.94,9449,31,128,0.01,0.338304340839386,9348,0.0005
93.86,298,93.86,10244,34,132,0.01,0.2122746855020523,10143,0.0005
100.96,295,100.96,11038,37,136,0.01,0.02948012389242649,10937,0.0005
108.73,292,108.73,11894,40,140,0.01,0.0017522777197882533,11793,0.0005
115.72,291,115.72,12703,43,144,0.01,0.001806259504519403,12602,0.0005
123.47,292,123.47,13548,46,148,0.01,0.003293410874903202,13447,0.0005
129.64,291,129.64,14273,49,152,0.01,0.0018032798543572426,14172,0.0005
135.74,291,135.74,14966,51,156,0.01,0.7440121173858643,14865,0.0005
142.91,291,142.91,15797,54,160,0.01,0.014804741367697716,15696,0.0005
150.39,292,150.39,16691,57,164,0.01,0.7131859064102173,16590,0.0005
157.83,291,157.83,17608,60,168,0.01,1.4878021478652954,17507,0.0005
166.02,292,166.02,18511,63,172,0.01,0.6276513934135437,18410,0.0005
173.87,292,173.87,19405,66,176,0.01,0.001814044313505292,19304,0.0005
180.79,294,180.79,20230,68,180,0.01,0.0051048193126916885,20129,0.0005
187.34,293,187.34,21048,71,184,0.01,0.017570113763213158,20947,0.0005
195.47,293,195.47,22076,75,188,0.01,0.0007048093248158693,21975,0.0005
204.36,294,204.36,23197,78,192,0.01,0.0022254574578255415,23096,0.0005
206.73,294,206.73,23895,81,196,0.01,0.000870992720592767,23794,0.0005
207.38,294,207.38,24534,83,200,0.01,0.5533605217933655,24433,0.0005
207.64,295,207.64,25349,85,204,0.01,0.004927759058773518,25248,0.0005
204.86,295,204.86,25966,87,208,0.01,0.00892104022204876,25865,0.0005
202.49,294,202.49,26583,90,212,0.01,0.0036072288639843464,26482,0.0005
200.78,295,200.78,27241,92,216,0.01,0.003576112212613225,27140,0.0005
197.47,295,197.47,27819,94,220,0.01,0.0014348875265568495,27718,0.0005
195.91,294,195.91,28386,96,224,0.01,0.005119827575981617,28285,0.0005
194.67,295,194.67,28916,97,228,0.01,0.0030922158621251583,28815,0.0005
192.76,295,192.76,29520,99,232,0.01,0.008940765634179115,29419,0.0005
190.15,295,190.15,30053,101,236,0.01,0.0031417852733284235,29952,0.0005
187.16,295,187.16,30610,103,240,0.01,0.0031192924361675978,30509,0.0005
184.94,295,184.94,31197,105,244,0.01,0.0023497575893998146,31096,0.0005
182.76,295,182.76,31824,107,248,0.01,0.0023633944801986217,31723,0.0005
182.51,294,182.51,32524,110,252,0.01,1.0823757648468018,32423,0.0005
183.15,295,183.15,33281,112,256,0.01,0.005936146713793278,33180,0.0005
180.61,295,180.61,33858,114,260,0.01,0.028047338128089905,33757,0.0005
177.55,295,177.55,34446,116,264,0.01,0.003397877560928464,34345,0.0005
174.41,294,174.41,35049,118,268,0.01,0.00213947263546288,34948,0.0005
170.91,294,170.91,35602,121,272,0.01,0.010348905809223652,35501,0.0005
166.55,293,166.55,36060,122,276,0.01,0.007563203573226929,35959,0.0005
163.31,292,163.31,36561,125,280,0.01,0.7892550826072693,36460,0.0005
160.54,291,160.54,37102,127,284,0.01,0.0014948527095839381,37001,0.0005
153.73,291,153.73,37449,128,288,0.01,0.7443025708198547,37348,0.0005
147.1,290,147.1,37907,130,292,0.01,0.0012262443779036403,37806,0.0005
143.6,290,143.6,38255,131,296,0.01,0.0036520585417747498,38154,0.0005
140.62,289,140.62,38596,133,300,0.01,0.004927144385874271,38495,0.0005
135.0,289,135.0,38849,134,304,0.01,0.0008452757028862834,38748,0.0005
131.34,288,131.34,39100,135,308,0.01,0.014875916764140129,38999,0.0005
129.53,288,129.53,39536,137,312,0.01,0.008906159549951553,39435,0.0005
127.93,288,127.93,40034,138,316,0.01,0.004206812009215355,39933,0.0005
