time/time_elapsed,time/episodes,time/fps,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/learning_rate,train/n_updates
0,4,140,49,0.9930699999999997,,,,,
0,8,165,85,0.9879785714285714,4.0,310.0,,,
0,12,177,117,0.9834528571428574,3.0,288.0,,,
0,16,178,137,0.9806242857142855,2.0,249.0,,,
0,20,187,166,0.976522857142857,1.75,240.25,,,
1,24,197,200,0.9717142857142854,1.75,240.25,,,
1,28,203,238,0.9663400000000004,1.8,234.2,,,
1,32,202,256,0.9637942857142863,1.8333333333333333,233.83333333333334,,,
1,36,204,287,0.9594100000000001,1.7142857142857142,230.42857142857142,,,
1,40,208,316,0.9553085714285716,1.625,228.625,,,
1,44,209,334,0.9527628571428575,1.625,228.625,,,
1,48,208,354,0.9499342857142856,1.4444444444444444,220.11111111111111,,,
1,52,209,381,0.9461157142857137,1.4,218.3,,,
1,56,212,419,0.9407414285714288,1.4545454545454546,220.1818181818182,,,
2,60,215,456,0.9355085714285716,1.5,222.16666666666666,,,
2,64,215,476,0.9326799999999997,1.5,222.16666666666666,,,
2,68,221,536,0.9241942857142862,1.3846153846153846,217.46153846153845,,,
2,72,220,556,0.9213657142857143,1.5714285714285714,225.07142857142858,,,
2,76,221,587,0.9169814285714282,1.5333333333333334,224.66666666666666,,,
2,80,223,625,0.9116071428571432,1.5625,226.0,,,
2,84,226,663,0.9062328571428571,1.5625,226.0,,,
3,88,225,683,0.9034042857142852,1.588235294117647,226.0,,,
3,92,227,721,0.8980300000000002,1.5,222.83333333333334,,,
3,96,231,785,0.8889785714285713,1.736842105263158,232.47368421052633,,,
3,100,232,823,0.8836042857142852,1.75,232.7,,,
3,104,235,875,0.8762500000000004,1.75,232.7,,,
3,108,233,893,0.8737042857142852,1.8571428571428572,235.66666666666666,,,
3,112,235,940,0.8670571428571426,1.8181818181818181,234.77272727272728,,,
4,116,233,958,0.8645114285714284,1.826086956521739,234.69565217391303,,,
4,120,234,992,0.8597028571428568,1.8333333333333333,234.625,,,
4,124,234,1012,0.8568742857142859,1.8333333333333333,234.625,,,
4,128,233,1043,0.8524899999999997,1.76,231.44,,,
4,132,233,1073,0.8482471428571425,1.7692307692307692,232.30769230769232,,,
4,136,234,1104,0.8438628571428574,1.7407407407407407,231.25925925925927,,,
4,140,235,1154,0.8367914285714282,1.7857142857142858,232.82142857142858,,,
5,144,236,1192,0.8314171428571432,1.7857142857142858,232.82142857142858,,,
5,148,237,1234,0.8254771428571428,1.793103448275862,232.31034482758622,,,
5,152,237,1264,0.8212342857142855,1.8333333333333333,234.83333333333334,,,
5,156,237,1284,0.8184057142857146,1.7741935483870968,232.32258064516128,,,
5,160,238,1333,0.8114757142857143,1.8125,233.78125,,,
5,164,239,1369,0.806384285714286,1.8125,233.78125,,,
5,168,238,1394,0.8028485714285719,1.8181818181818181,233.42424242424244,,,
5,172,237,1414,0.8000200000000001,1.7941176470588236,232.47058823529412,,,
6,176,236,1434,0.7971914285714281,1.7428571428571429,231.0,,,
6,180,235,1452,0.794645714285714,1.6944444444444444,229.02777777777777,,,
6,184,235,1470,0.7920999999999998,1.6944444444444444,229.02777777777777,,,
6,188,235,1506,0.7870085714285715,1.6486486486486487,226.94594594594594,,,
6,192,235,1541,0.7820585714285709,1.6842105263157894,227.8684210526316,,,
6,196,235,1569,0.7780985714285714,1.6923076923076923,228.46153846153845,,,
6,200,235,1600,0.7737142857142852,1.675,227.95,,,
6,204,236,1650,0.7666428571428572,1.675,227.95,,,
7,208,235,1668,0.7640971428571429,1.7073170731707317,229.29268292682926,,,
7,212,237,1730,0.7553285714285717,1.7142857142857142,229.85714285714286,,,
7,216,237,1779,0.7483985714285714,1.744186046511628,231.04651162790697,,,
7,220,236,1795,0.7461357142857139,1.75,231.11363636363637,,,
7,224,236,1815,0.743307142857143,1.75,231.11363636363637,,,
7,228,236,1861,0.7368014285714282,1.711111111111111,229.95555555555555,,,
7,232,235,1879,0.734255714285714,1.7391304347826086,230.7608695652174,,,
8,236,236,1942,0.7253457142857139,1.7872340425531914,232.93617021276594,,,
