rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/learning_rate,train/loss
23.0,23.0,177812,0,92,0.9825200000000005,4,,,
25.375,25.375,753,0,203,0.9614300000000005,8,102,0.001,0.0031308564357459545
26.083333333333332,26.083333333333332,570,0,313,0.9405299999999996,12,212,0.001,0.00019991217413917184
25.8125,25.8125,527,0,413,0.9215299999999995,16,312,0.001,6.746855069650337e-05
25.15,25.15,502,1,503,0.9044300000000004,20,402,0.001,0.4012475609779358
24.333333333333332,24.333333333333332,479,1,584,0.8890399999999998,24,483,0.001,0.021755507215857506
24.357142857142858,24.357142857142858,470,1,682,0.8704200000000002,28,581,0.001,0.008645476773381233
23.09375,23.09375,461,1,739,0.8595899999999999,32,638,0.001,0.018294455483555794
22.63888888888889,22.63888888888889,453,1,815,0.8451500000000002,36,714,0.001,0.0012721022358164191
22.55,22.55,443,2,902,0.8286199999999995,40,801,0.001,0.021220631897449493
21.90909090909091,21.90909090909091,440,2,964,0.8168400000000003,44,863,0.001,0.030430123209953308
21.520833333333332,21.520833333333332,439,2,1033,0.8037299999999999,48,932,0.001,0.008421107195317745
21.653846153846153,21.653846153846153,435,2,1126,0.7860600000000002,52,1025,0.001,0.0481983944773674
21.553571428571427,21.553571428571427,431,2,1207,0.7706699999999995,56,1106,0.001,0.03778202086687088
21.85,21.85,429,3,1311,0.7509099999999999,60,1210,0.001,0.03486180305480957
22.4375,22.4375,428,3,1436,0.7271600000000004,64,1335,0.001,0.041331641376018524
22.308823529411764,22.308823529411764,427,3,1517,0.7117699999999998,68,1416,0.001,0.05341371148824692
22.65277777777778,22.65277777777778,425,3,1631,0.6901100000000002,72,1530,0.001,0.007214991841465235
22.394736842105264,22.394736842105264,421,4,1702,0.6766200000000004,76,1601,0.001,0.0021664861124008894
22.625,22.625,419,4,1810,0.6560999999999999,80,1709,0.001,0.08749241381883621
25.666666666666668,25.666666666666668,406,5,2156,0.5903599999999996,84,2055,0.001,0.004943808540701866
26.272727272727273,26.272727272727273,402,5,2312,0.5607199999999994,88,2211,0.001,0.12877964973449707
25.793478260869566,25.793478260869566,401,5,2373,0.5491299999999995,92,2272,0.001,0.03376689553260803
26.104166666666668,26.104166666666668,399,6,2506,0.5238600000000007,96,2405,0.001,0.06556210666894913
27.07,27.07,395,6,2707,0.4856700000000004,100,2606,0.001,0.08917268365621567
29.21,29.21,394,7,3013,0.4275300000000003,104,2912,0.001,0.03395324572920799
33.39,33.39,392,9,3542,0.32702,108,3441,0.001,0.009356043301522732
36.71,36.71,392,10,3984,0.24304000000000037,112,3883,0.001,0.05978860333561897
40.25,40.25,385,11,4438,0.15678000000000047,116,4337,0.001,0.1746196448802948
46.32,46.32,387,13,5135,0.05,120,5034,0.001,0.25698918104171753
54.3,54.3,383,15,6014,0.05,124,5913,0.001,0.07115140557289124
61.31,61.31,377,18,6813,0.05,128,6712,0.001,0.30167698860168457
69.04,69.04,377,20,7643,0.05,132,7542,0.001,0.019258715212345123
75.69,75.69,375,22,8384,0.05,136,8283,0.001,0.014982419088482857
82.23,82.23,374,24,9125,0.05,140,9024,0.001,0.38711634278297424
89.23,89.23,374,26,9887,0.05,144,9786,0.001,0.5893021821975708
95.21,95.21,372,28,10554,0.05,148,10453,0.001,0.008232039399445057
99.72,99.72,371,29,11098,0.05,152,10997,0.001,0.008286956697702408
103.77,103.77,372,31,11584,0.05,156,11483,0.001,0.0072462297976017
107.62,107.62,372,32,12073,0.05,160,11972,0.001,0.6372836232185364
111.22,111.22,371,33,12558,0.05,164,12457,0.001,0.006302861031144857
115.19,115.19,370,35,13036,0.05,168,12935,0.001,0.0068679689429700375
118.91,118.91,370,36,13522,0.05,172,13421,0.001,0.04084683582186699
123.52,123.52,369,38,14054,0.05,176,13953,0.001,0.0165591761469841
128.35,128.35,368,39,14645,0.05,180,14544,0.001,0.013897220604121685
130.02,130.02,368,41,15158,0.05,184,15057,0.001,0.013440256007015705
134.01,134.01,368,42,15713,0.05,188,15612,0.001,0.02594413049519062
140.31,140.31,368,44,16404,0.05,192,16303,0.001,0.004469741135835648
146.06,146.06,367,46,17112,0.05,196,17011,0.001,0.014874906279146671
149.44,149.44,367,48,17651,0.05,200,17550,0.001,0.006399181205779314
151.53,151.53,367,49,18166,0.05,204,18065,0.001,0.008078656159341335
151.99,151.99,367,50,18741,0.05,208,18640,0.001,0.0051213218830525875
154.44,154.44,367,52,19428,0.05,212,19327,0.001,0.48972928524017334
156.26,156.26,366,54,20064,0.05,216,19963,0.001,0.6333073973655701
156.4,156.4,365,56,20775,0.05,220,20674,0.001,0.007111820857971907
153.04,153.04,365,58,21318,0.05,224,21217,0.001,0.008129873313009739
148.29,148.29,365,59,21642,0.05,228,21541,0.001,0.028512144461274147
146.05,146.05,366,60,22248,0.05,232,22147,0.001,0.35886630415916443
145.06,145.06,365,62,22890,0.05,236,22789,0.001,0.0238071009516716
142.8,142.8,365,64,23405,0.05,240,23304,0.001,0.04499401897192001
140.4,140.4,365,65,23927,0.05,244,23826,0.001,0.007656066678464413
138.17,138.17,365,66,24371,0.05,248,24270,0.001,0.016351569443941116
138.4,138.4,364,68,24938,0.05,252,24837,0.001,0.007113305851817131
135.56,135.56,364,68,25140,0.05,256,25039,0.001,1.2948952913284302
131.71,131.71,364,69,25244,0.05,260,25143,0.001,0.0476604700088501
128.98,128.98,364,69,25456,0.05,264,25355,0.001,0.8201987743377686
125.64,125.64,364,70,25600,0.05,268,25499,0.001,0.00206040870398283
124.67,124.67,364,71,25989,0.05,272,25888,0.001,0.04585777223110199
123.65,123.65,365,72,26419,0.05,276,26318,0.001,0.298330157995224
122.42,122.42,365,73,26887,0.05,280,26786,0.001,0.008566683158278465
120.93,120.93,364,74,27251,0.05,284,27150,0.001,0.3315543830394745
121.38,121.38,364,76,27851,0.05,288,27750,0.001,0.0069845374673604965
120.77,120.77,364,78,28481,0.05,292,28380,0.001,0.01859523355960846
119.43,119.43,364,79,29055,0.05,296,28954,0.001,0.029182175174355507
120.54,120.54,364,81,29705,0.05,300,29604,0.001,0.19327214360237122
120.65,120.65,364,82,30231,0.05,304,30130,0.001,0.007073248736560345
120.42,120.42,364,84,30783,0.05,308,30682,0.001,0.02253124490380287
119.37,119.37,363,86,31365,0.05,312,31264,0.001,0.018375571817159653
118.05,118.05,363,87,31869,0.05,316,31768,0.001,0.07748761773109436
115.63,115.63,364,88,32338,0.05,320,32237,0.001,0.010046528652310371
113.62,113.62,364,89,32680,0.05,324,32579,0.001,0.00299796718172729
115.94,115.94,363,91,33236,0.05,328,33135,0.001,0.1614867001771927
116.42,116.42,364,93,33890,0.05,332,33789,0.001,0.008816431276500225
114.25,114.25,363,94,34315,0.05,336,34214,0.001,0.0035310564562678337
115.62,115.62,364,96,34967,0.05,340,34866,0.001,0.00497369933873415
119.41,119.41,363,98,35868,0.05,344,35767,0.001,0.014177961274981499
123.13,123.13,363,100,36684,0.05,348,36583,0.001,0.02136431261897087
123.44,123.44,363,102,37282,0.05,352,37181,0.001,0.0049438378773629665
129.27,129.27,363,104,38067,0.05,356,37966,0.001,0.025510231032967567
133.03,133.03,363,106,38547,0.05,360,38446,0.001,0.0341830849647522
135.97,135.97,363,107,39053,0.05,364,38952,0.001,0.02178981900215149
142.04,142.04,362,109,39804,0.05,368,39703,0.001,0.0037275059148669243
148.14,148.14,363,112,40803,0.05,372,40702,0.001,0.015450658276677132
150.75,150.75,363,114,41494,0.05,376,41393,0.001,0.00942135602235794
154.56,154.56,362,116,42343,0.05,380,42242,0.001,0.005949170794337988
157.5,157.5,362,118,43001,0.05,384,42900,0.001,0.07160147279500961
161.66,161.66,362,121,44017,0.05,388,43916,0.001,0.00813246425241232
161.38,161.38,362,123,44619,0.05,392,44518,0.001,0.004612660966813564
163.78,163.78,363,125,45433,0.05,396,45332,0.001,0.01774941012263298
165.34,165.34,362,127,46239,0.05,400,46138,0.001,0.004448942840099335
168.69,168.69,362,130,47100,0.05,404,46999,0.001,0.008215729147195816
175.43,175.43,361,133,48326,0.05,408,48225,0.001,0.006024300120770931
179.49,179.49,360,136,49314,0.05,412,49213,0.001,0.005788031499832869
