time/fps,time/time_elapsed,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss
201,0,4,49,0.9534499999999999,,,,,
228,0,8,85,0.9192499999999999,4.0,310.0,,,
241,0,12,117,0.8888500000000001,3.0,288.0,,,
242,0,16,137,0.8698500000000001,2.0,249.0,,,
248,0,20,166,0.8423,1.75,240.25,,,
256,0,24,200,0.8099999999999998,1.75,240.25,,,
261,0,28,238,0.7739000000000001,1.8,234.2,,,
255,1,32,256,0.7567999999999999,1.8333333333333333,233.83333333333334,,,
255,1,36,287,0.7273499999999999,1.7142857142857142,230.42857142857142,,,
258,1,40,316,0.6997999999999999,1.625,228.625,,,
259,1,44,334,0.6827000000000001,1.625,228.625,,,
259,1,48,354,0.6637000000000002,1.4444444444444444,220.11111111111111,,,
262,1,52,381,0.6380499999999998,1.4,218.3,,,
268,1,56,419,0.6019500000000001,1.4545454545454546,220.1818181818182,,,
274,1,60,456,0.5668000000000002,1.5,222.16666666666666,,,
276,1,64,476,0.5478000000000003,1.5,222.16666666666666,,,
285,1,68,536,0.49080000000000024,1.3846153846153846,217.46153846153845,,,
283,1,72,556,0.4718000000000002,1.5714285714285714,225.07142857142858,,,
284,2,76,587,0.44235000000000024,1.5333333333333334,224.66666666666666,,,
286,2,80,625,0.4062500000000001,1.5625,226.0,,,
289,2,84,663,0.37014999999999976,1.5625,226.0,,,
288,2,88,683,0.35114999999999974,1.588235294117647,226.0,,,
290,2,92,721,0.31505000000000005,1.5,222.83333333333334,,,
294,2,96,785,0.25424999999999986,1.736842105263158,232.47368421052633,,,
295,2,100,823,0.2181500000000003,1.75,232.7,,,
300,2,104,875,0.16874999999999984,1.75,232.7,,,
295,3,108,893,0.15165000000000006,1.8571428571428572,235.66666666666666,,,
289,3,112,940,0.10700000000000043,1.8181818181818181,234.77272727272728,,,
287,3,116,958,0.08990000000000009,1.826086956521739,234.69565217391303,,,
287,3,120,992,0.057599999999999985,1.8333333333333333,234.625,,,
268,3,124,1012,0.05,1.8333333333333333,234.625,2,0.0001,0.017377682030200958
236,4,128,1050,0.05,1.76,231.44,12,0.0001,0.02968328818678856
226,4,132,1070,0.05,1.7692307692307692,231.84615384615384,17,0.0001,0.015606085769832134
214,5,136,1090,0.05,1.7037037037037037,229.11111111111111,22,0.0001,0.007717617321759462
