rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,rollout/exploration_rate,train/loss,train/n_updates,train/learning_rate
25.916666666666668,302,25.916666666666668,2488,8,96,0.5272799999999997,0.03393404558300972,2387,0.002
25.81,301,25.81,2581,8,100,0.50961,0.014036103151738644,2480,0.002
27.69,302,27.69,2861,9,104,0.45640999999999954,0.0350208505988121,2760,0.002
31.2,297,31.2,3323,11,108,0.36863000000000046,0.008251299150288105,3222,0.002
34.1,299,34.1,3723,12,112,0.2926300000000004,0.021524498239159584,3622,0.002
37.84,301,37.84,4197,13,116,0.20256999999999992,0.009057643823325634,4096,0.002
41.32,299,41.32,4635,15,120,0.11934999999999996,0.013137576170265675,4534,0.002
46.58,300,46.58,5254,17,124,0.05,0.021371128037571907,5153,0.002
53.17,300,53.17,6047,20,128,0.05,0.16316184401512146,5946,0.002
56.13,298,56.13,6431,21,132,0.05,0.013214025646448135,6330,0.002
59.4,294,59.4,6873,23,136,0.05,0.020288614556193352,6772,0.002
62.65,294,62.65,7257,24,140,0.05,0.3911572992801666,7156,0.002
65.41,295,65.41,7610,25,144,0.05,0.009469294920563698,7509,0.002
67.22,295,67.22,7863,26,148,0.05,0.22159402072429657,7762,0.002
69.83,293,69.83,8198,27,152,0.05,0.5478919148445129,8097,0.002
72.05,292,72.05,8493,29,156,0.05,0.0042410958558321,8392,0.002
73.41,292,73.41,8724,29,160,0.05,0.32458633184432983,8623,0.002
75.46,292,75.46,8996,30,164,0.05,0.010506698861718178,8895,0.002
77.34,293,77.34,9269,31,168,0.05,0.02746877633035183,9168,0.002
78.9,293,78.9,9526,32,172,0.05,0.20180068910121918,9425,0.002
79.52,292,79.52,9730,33,176,0.05,1.0021393299102783,9629,0.002
81.98,290,81.98,10048,34,180,0.05,0.015268807299435139,9947,0.002
82.88,291,82.88,10198,35,184,0.05,0.011006300337612629,10097,0.002
82.63,291,82.63,10421,35,188,0.05,0.886336624622345,10320,0.002
82.96,291,82.96,10637,36,192,0.05,0.026203880086541176,10536,0.002
83.56,290,83.56,10844,37,196,0.05,1.2810618877410889,10743,0.002
84.86,290,84.86,11067,38,200,0.05,0.04249632731080055,10966,0.002
84.46,290,84.46,11307,38,204,0.05,0.02082800306379795,11206,0.002
82.37,288,82.37,11560,40,208,0.05,0.010649412870407104,11459,0.002
80.82,288,80.82,11805,40,212,0.05,0.0058182403445243835,11704,0.002
78.04,288,78.04,12001,41,216,0.05,1.1134685277938843,11900,0.002
76.46,289,76.46,12281,42,220,0.05,0.024088507518172264,12180,0.002
72.99,289,72.99,12553,43,224,0.05,1.7878247499465942,12452,0.002
66.64,289,66.64,12711,43,228,0.05,0.004381782840937376,12610,0.002
64.55,288,64.55,12886,44,232,0.05,0.006988995708525181,12785,0.002
62.91,287,62.91,13164,45,236,0.05,1.7000861167907715,13063,0.002
62.64,287,62.64,13521,46,240,0.05,0.9928308129310608,13420,0.002
60.84,287,60.84,13694,47,244,0.05,0.0296647772192955,13593,0.002
59.88,287,59.88,13851,48,248,0.05,0.014157792553305626,13750,0.002
59.25,288,59.25,14123,49,252,0.05,0.6953128576278687,14022,0.002
58.59,288,58.59,14352,49,256,0.05,1.5351343154907227,14251,0.002
58.44,289,58.44,14568,50,260,0.05,0.7563309669494629,14467,0.002
57.1,289,57.1,14706,50,264,0.05,1.4527841806411743,14605,0.002
55.73,287,55.73,14842,51,268,0.05,0.9993963837623596,14741,0.002
54.82,287,54.82,15008,52,272,0.05,0.23395633697509766,14907,0.002
55.31,286,55.31,15261,53,276,0.05,0.004072234965860844,15160,0.002
54.94,286,54.94,15542,54,280,0.05,0.008478010073304176,15441,0.002
56.09,285,56.09,15807,55,284,0.05,0.015617254190146923,15706,0.002
56.62,286,56.62,16083,56,288,0.05,0.03199916332960129,15982,0.002
57.4,285,57.4,16377,57,292,0.05,0.9934298396110535,16276,0.002
57.46,283,57.46,16590,58,296,0.05,0.0075859446078538895,16489,0.002
55.95,283,55.95,16662,58,300,0.05,1.049942135810852,16561,0.002
55.13,283,55.13,16820,59,304,0.05,0.6840388774871826,16719,0.002
53.4,284,53.4,16900,59,308,0.05,0.7724502682685852,16799,0.002
52.45,284,52.45,17050,59,312,0.05,0.00380264176055789,16949,0.002
52.62,284,52.62,17263,60,316,0.05,0.02914658561348915,17162,0.002
51.69,285,51.69,17450,61,320,0.05,0.007639400195330381,17349,0.002
52.16,285,52.16,17769,62,324,0.05,0.026646044105291367,17668,0.002
53.92,283,53.92,18103,63,328,0.05,0.01945815235376358,18002,0.002
55.98,282,55.98,18484,65,332,0.05,1.1143850088119507,18383,0.002
57.02,281,57.02,18866,67,336,0.05,0.016542615368962288,18765,0.002
57.15,279,57.15,19236,68,340,0.05,1.1202436685562134,19135,0.002
57.8,279,57.8,19474,69,344,0.05,0.014395495876669884,19373,0.002
60.04,278,60.04,19855,71,348,0.05,0.009245774708688259,19754,0.002
59.8,276,59.8,20103,72,352,0.05,0.008082696236670017,20002,0.002
60.83,276,60.83,20435,73,356,0.05,1.263940691947937,20334,0.002
61.82,274,61.82,20750,75,360,0.05,0.011278410442173481,20649,0.002
63.25,274,63.25,21031,76,364,0.05,1.256259799003601,20930,0.002
65.68,274,65.68,21410,77,368,0.05,1.2044131755828857,21309,0.002
67.19,273,67.19,21727,79,372,0.05,0.008949659764766693,21626,0.002
67.5,272,67.5,22011,80,376,0.05,0.61067795753479,21910,0.002
66.39,271,66.39,22181,81,380,0.05,0.003250079695135355,22080,0.002
66.53,271,66.53,22460,82,384,0.05,0.016835259273648262,22359,0.002
67.15,270,67.15,22798,84,388,0.05,0.014308711513876915,22697,0.002
66.92,270,66.92,23069,85,392,0.05,0.02618354558944702,22968,0.002
68.09,270,68.09,23399,86,396,0.05,0.005608572158962488,23298,0.002
69.75,269,69.75,23637,87,400,0.05,0.4602283835411072,23536,0.002
71.21,269,71.21,23941,88,404,0.05,0.016791220754384995,23840,0.002
73.26,269,73.26,24226,89,408,0.05,0.029213236644864082,24125,0.002
73.23,269,73.23,24373,90,412,0.05,1.3939824104309082,24272,0.002
73.3,269,73.3,24593,91,416,0.05,0.024415966123342514,24492,0.002
72.67,269,72.67,24717,91,420,0.05,0.013637269847095013,24616,0.002
71.63,270,71.63,24932,92,424,0.05,0.5774492621421814,24831,0.002
70.03,269,70.03,25106,93,428,0.05,0.027367200702428818,25005,0.002
67.77,269,67.77,25261,93,432,0.05,0.02117873542010784,25160,0.002
66.22,269,66.22,25488,94,436,0.05,0.02401469461619854,25387,0.002
64.63,269,64.63,25699,95,440,0.05,0.004511075560003519,25598,0.002
65.39,270,65.39,26013,96,444,0.05,0.017060978338122368,25912,0.002
64.62,270,64.62,26317,97,448,0.05,0.027753356844186783,26216,0.002
66.06,270,66.06,26709,98,452,0.05,0.007433808408677578,26608,0.002
67.03,271,67.03,27138,100,456,0.05,0.0166647806763649,27037,0.002
68.12,271,68.12,27562,101,460,0.05,2.2167022228240967,27461,0.002
68.45,272,68.45,27876,102,464,0.05,1.5169835090637207,27775,0.002
68.58,272,68.58,28268,103,468,0.05,0.03607049211859703,28167,0.002
69.52,272,69.52,28679,105,472,0.05,0.04000389575958252,28578,0.002
70.29,273,70.29,29040,106,476,0.05,0.26572608947753906,28939,0.002
70.85,273,70.85,29266,107,480,0.05,0.04742167145013809,29165,0.002
71.24,273,71.24,29584,108,484,0.05,0.0293752271682024,29483,0.002
71.35,274,71.35,29933,109,488,0.05,0.008580498397350311,29832,0.002
71.91,274,71.91,30260,110,492,0.05,0.009243805892765522,30159,0.002
72.25,274,72.25,30624,111,496,0.05,0.0076606981456279755,30523,0.002
72.89,274,72.89,30926,112,500,0.05,0.022309793159365654,30825,0.002
72.75,273,72.75,31216,114,504,0.05,1.5851712226867676,31115,0.002
73.52,273,73.52,31578,115,508,0.05,1.5810160636901855,31477,0.002
75.2,273,75.2,31893,116,512,0.05,0.01486646756529808,31792,0.002
76.58,273,76.58,32251,117,516,0.05,0.021726379171013832,32150,0.002
79.17,273,79.17,32634,119,520,0.05,0.012046990916132927,32533,0.002
80.02,274,80.02,32934,120,524,0.05,0.5424583554267883,32833,0.002
81.2,274,81.2,33226,120,528,0.05,1.6266971826553345,33125,0.002
82.94,274,82.94,33555,122,532,0.05,0.22431936860084534,33454,0.002
84.61,275,84.61,33949,123,536,0.05,1.823021411895752,33848,0.002
86.89,275,86.89,34388,124,540,0.05,0.019724786281585693,34287,0.002
87.57,276,87.57,34770,125,544,0.05,0.03367624431848526,34669,0.002
88.42,276,88.42,35159,127,548,0.05,0.008285490795969963,35058,0.002
88.02,276,88.02,35511,128,552,0.05,0.024644440039992332,35410,0.002
87.77,277,87.77,35915,129,556,0.05,1.552438497543335,35814,0.002
87.52,277,87.52,36314,130,560,0.05,0.01964426040649414,36213,0.002
88.24,278,88.24,36700,131,564,0.05,0.1305496096611023,36599,0.002
88.42,277,88.42,37110,133,568,0.05,0.010615854524075985,37009,0.002
88.19,277,88.19,37498,135,572,0.05,0.0032954274211078882,37397,0.002
87.8,277,87.8,37820,136,576,0.05,0.12458925694227219,37719,0.002
88.34,277,88.34,38100,137,580,0.05,0.01585507020354271,37999,0.002
86.56,277,86.56,38240,137,584,0.05,0.0410478338599205,38139,0.002
86.34,278,86.34,38567,138,588,0.05,0.026746701449155807,38466,0.002
85.4,278,85.4,38800,139,592,0.05,0.014311892911791801,38699,0.002
85.31,278,85.31,39155,140,596,0.05,0.021351095288991928,39054,0.002
84.04,278,84.04,39330,141,600,0.05,0.1515791118144989,39229,0.002
84.85,278,84.85,39701,142,604,0.05,1.3059474229812622,39600,0.002
84.45,278,84.45,40023,143,608,0.05,0.011271066963672638,39922,0.002
84.95,279,84.95,40388,144,612,0.05,1.2515918016433716,40287,0.002
85.77,279,85.77,40828,146,616,0.05,0.06361360102891922,40727,0.002
87.09,280,87.09,41343,147,620,0.05,0.014367485418915749,41242,0.002
92.37,280,92.37,42171,150,624,0.05,0.015664180740714073,42070,0.002
95.22,281,95.22,42748,152,628,0.05,0.015833750367164612,42647,0.002
97.09,281,97.09,43264,153,632,0.05,0.0279803816229105,43163,0.002
106.2,282,106.2,44569,157,636,0.05,0.0349302813410759,44468,0.002
121.81,284,121.81,46569,163,640,0.05,0.024113018065690994,46468,0.002
137.99,285,137.99,48569,169,644,0.05,0.008702246472239494,48468,0.002
