rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/learning_rate,train/loss
23.0,23.0,43797,0,92,0.9825200000000005,4,,,
25.375,25.375,776,0,203,0.9614300000000005,8,102,0.002,0.0007492895238101482
26.083333333333332,26.083333333333332,572,0,313,0.9405299999999996,12,212,0.002,0.00010171849862672389
25.8125,25.8125,521,0,413,0.9215299999999995,16,312,0.002,5.580242941505276e-05
25.15,25.15,497,1,503,0.9044300000000004,20,402,0.002,0.30606669187545776
24.833333333333332,24.833333333333332,478,1,596,0.8867599999999997,24,495,0.002,0.0037542907521128654
26.071428571428573,26.071428571428573,452,1,730,0.8613000000000005,28,629,0.002,0.012890717945992947
25.5625,25.5625,447,1,818,0.8445799999999997,32,717,0.002,0.017823874950408936
25.916666666666668,25.916666666666668,438,2,933,0.82273,36,832,0.002,0.017643151804804802
24.8,24.8,435,2,992,0.8115200000000004,40,891,0.002,0.0016051732236519456
24.295454545454547,24.295454545454547,431,2,1069,0.7968900000000004,44,968,0.002,0.0686914324760437
23.770833333333332,23.770833333333332,428,2,1141,0.7832100000000005,48,1040,0.002,0.019044164568185806
23.365384615384617,23.365384615384617,419,2,1215,0.7691500000000001,52,1114,0.002,0.003368983045220375
23.0,23.0,413,3,1288,0.75528,56,1187,0.002,0.010950444266200066
23.05,23.05,411,3,1383,0.7372299999999998,60,1282,0.002,0.005738033913075924
22.65625,22.65625,410,3,1450,0.7244999999999998,64,1349,0.002,0.01358071994036436
22.573529411764707,22.573529411764707,406,3,1535,0.7083500000000005,68,1434,0.002,0.07299282401800156
22.72222222222222,22.72222222222222,406,4,1636,0.6891600000000002,72,1535,0.002,0.009967603720724583
23.394736842105264,23.394736842105264,394,4,1778,0.6621799999999997,76,1677,0.002,0.03506968170404434
23.125,23.125,390,4,1850,0.6484999999999997,80,1749,0.002,0.008301261812448502
22.738095238095237,22.738095238095237,387,4,1910,0.6371,84,1809,0.002,0.003965361043810844
24.522727272727273,24.522727272727273,387,5,2158,0.5899800000000003,88,2057,0.002,0.010485378094017506
25.445652173913043,25.445652173913043,385,6,2341,0.5552100000000003,92,2240,0.002,0.008110832422971725
25.916666666666668,25.916666666666668,381,6,2488,0.5272799999999997,96,2387,0.002,0.03393404558300972
25.81,25.81,378,6,2581,0.50961,100,2480,0.002,0.014036103151738644
27.69,27.69,376,7,2861,0.45640999999999954,104,2760,0.002,0.0350208505988121
31.2,31.2,369,8,3323,0.36863000000000046,108,3222,0.002,0.008251299150288105
34.1,34.1,364,10,3723,0.2926300000000004,112,3622,0.002,0.021524498239159584
37.84,37.84,342,12,4197,0.20256999999999992,116,4096,0.002,0.009057643823325634
41.32,41.32,337,13,4635,0.11934999999999996,120,4534,0.002,0.013137576170265675
46.58,46.58,334,15,5254,0.05,124,5153,0.002,0.021371128037571907
53.17,53.17,327,18,6047,0.05,128,5946,0.002,0.16316184401512146
56.13,56.13,324,19,6431,0.05,132,6330,0.002,0.013214025646448135
59.4,59.4,325,21,6873,0.05,136,6772,0.002,0.020288614556193352
62.65,62.65,324,22,7257,0.05,140,7156,0.002,0.3911572992801666
65.41,65.41,326,23,7610,0.05,144,7509,0.002,0.009469294920563698
67.22,67.22,326,24,7863,0.05,148,7762,0.002,0.22159402072429657
69.83,69.83,324,25,8198,0.05,152,8097,0.002,0.5478919148445129
72.05,72.05,323,26,8493,0.05,156,8392,0.002,0.0042410958558321
73.41,73.41,321,27,8724,0.05,160,8623,0.002,0.32458633184432983
75.46,75.46,319,28,8996,0.05,164,8895,0.002,0.010506698861718178
77.34,77.34,317,29,9269,0.05,168,9168,0.002,0.02746877633035183
78.9,78.9,316,30,9526,0.05,172,9425,0.002,0.20180068910121918
79.52,79.52,316,30,9730,0.05,176,9629,0.002,1.0021393299102783
81.98,81.98,317,31,10048,0.05,180,9947,0.002,0.015268807299435139
82.88,82.88,317,32,10198,0.05,184,10097,0.002,0.011006300337612629
82.63,82.63,318,32,10421,0.05,188,10320,0.002,0.886336624622345
82.96,82.96,317,33,10637,0.05,192,10536,0.002,0.026203880086541176
83.56,83.56,317,34,10844,0.05,196,10743,0.002,1.2810618877410889
84.86,84.86,316,34,11067,0.05,200,10966,0.002,0.04249632731080055
84.46,84.46,315,35,11307,0.05,204,11206,0.002,0.02082800306379795
82.37,82.37,315,36,11560,0.05,208,11459,0.002,0.010649412870407104
80.82,80.82,314,37,11805,0.05,212,11704,0.002,0.0058182403445243835
78.04,78.04,313,38,12001,0.05,216,11900,0.002,1.1134685277938843
76.46,76.46,310,39,12281,0.05,220,12180,0.002,0.024088507518172264
72.99,72.99,310,40,12553,0.05,224,12452,0.002,1.7878247499465942
66.64,66.64,311,40,12711,0.05,228,12610,0.002,0.004381782840937376
64.55,64.55,311,41,12886,0.05,232,12785,0.002,0.006988995708525181
62.91,62.91,311,42,13164,0.05,236,13063,0.002,1.7000861167907715
62.64,62.64,312,43,13521,0.05,240,13420,0.002,0.9928308129310608
60.84,60.84,311,43,13694,0.05,244,13593,0.002,0.0296647772192955
59.88,59.88,311,44,13851,0.05,248,13750,0.002,0.014157792553305626
59.25,59.25,310,45,14123,0.05,252,14022,0.002,0.6953128576278687
58.59,58.59,310,46,14352,0.05,256,14251,0.002,1.5351343154907227
58.44,58.44,310,46,14568,0.05,260,14467,0.002,0.7563309669494629
57.1,57.1,310,47,14706,0.05,264,14605,0.002,1.4527841806411743
55.73,55.73,310,47,14842,0.05,268,14741,0.002,0.9993963837623596
54.82,54.82,310,48,15008,0.05,272,14907,0.002,0.23395633697509766
55.31,55.31,310,49,15261,0.05,276,15160,0.002,0.004072234965860844
54.94,54.94,310,50,15542,0.05,280,15441,0.002,0.008478010073304176
56.09,56.09,309,51,15807,0.05,284,15706,0.002,0.015617254190146923
56.62,56.62,308,52,16083,0.05,288,15982,0.002,0.03199916332960129
57.4,57.4,307,53,16377,0.05,292,16276,0.002,0.9934298396110535
57.46,57.46,306,54,16590,0.05,296,16489,0.002,0.0075859446078538895
55.95,55.95,306,54,16662,0.05,300,16561,0.002,1.049942135810852
55.13,55.13,306,54,16820,0.05,304,16719,0.002,0.6840388774871826
53.4,53.4,307,55,16900,0.05,308,16799,0.002,0.7724502682685852
52.45,52.45,307,55,17050,0.05,312,16949,0.002,0.00380264176055789
52.62,52.62,307,56,17263,0.05,316,17162,0.002,0.02914658561348915
51.69,51.69,306,56,17450,0.05,320,17349,0.002,0.007639400195330381
52.16,52.16,305,58,17769,0.05,324,17668,0.002,0.026646044105291367
53.92,53.92,304,59,18103,0.05,328,18002,0.002,0.01945815235376358
55.98,55.98,305,60,18484,0.05,332,18383,0.002,1.1143850088119507
57.02,57.02,306,61,18866,0.05,336,18765,0.002,0.016542615368962288
57.15,57.15,305,62,19236,0.05,340,19135,0.002,1.1202436685562134
57.8,57.8,305,63,19474,0.05,344,19373,0.002,0.014395495876669884
60.04,60.04,306,64,19855,0.05,348,19754,0.002,0.009245774708688259
59.8,59.8,305,65,20103,0.05,352,20002,0.002,0.008082696236670017
60.83,60.83,305,66,20435,0.05,356,20334,0.002,1.263940691947937
61.82,61.82,304,68,20750,0.05,360,20649,0.002,0.011278410442173481
63.25,63.25,303,69,21031,0.05,364,20930,0.002,1.256259799003601
65.68,65.68,303,70,21410,0.05,368,21309,0.002,1.2044131755828857
67.19,67.19,304,71,21727,0.05,372,21626,0.002,0.008949659764766693
67.5,67.5,304,72,22011,0.05,376,21910,0.002,0.61067795753479
66.39,66.39,304,72,22181,0.05,380,22080,0.002,0.003250079695135355
66.53,66.53,304,73,22460,0.05,384,22359,0.002,0.016835259273648262
67.15,67.15,304,74,22798,0.05,388,22697,0.002,0.014308711513876915
66.92,66.92,304,75,23069,0.05,392,22968,0.002,0.02618354558944702
68.09,68.09,304,76,23399,0.05,396,23298,0.002,0.005608572158962488
69.75,69.75,305,77,23637,0.05,400,23536,0.002,0.4602283835411072
71.21,71.21,305,78,23941,0.05,404,23840,0.002,0.016791220754384995
73.26,73.26,305,79,24226,0.05,408,24125,0.002,0.029213236644864082
73.23,73.23,305,79,24373,0.05,412,24272,0.002,1.3939824104309082
73.3,73.3,304,80,24593,0.05,416,24492,0.002,0.024415966123342514
72.67,72.67,304,81,24717,0.05,420,24616,0.002,0.013637269847095013
71.63,71.63,305,81,24932,0.05,424,24831,0.002,0.5774492621421814
70.03,70.03,305,82,25106,0.05,428,25005,0.002,0.027367200702428818
67.77,67.77,305,82,25261,0.05,432,25160,0.002,0.02117873542010784
66.22,66.22,305,83,25488,0.05,436,25387,0.002,0.02401469461619854
64.63,64.63,305,83,25699,0.05,440,25598,0.002,0.004511075560003519
65.39,65.39,306,84,26013,0.05,444,25912,0.002,0.017060978338122368
64.62,64.62,305,86,26317,0.05,448,26216,0.002,0.027753356844186783
66.06,66.06,305,87,26709,0.05,452,26608,0.002,0.007433808408677578
67.03,67.03,305,88,27138,0.05,456,27037,0.002,0.0166647806763649
68.12,68.12,305,90,27562,0.05,460,27461,0.002,2.2167022228240967
68.45,68.45,305,91,27876,0.05,464,27775,0.002,1.5169835090637207
68.58,68.58,304,92,28268,0.05,468,28167,0.002,0.03607049211859703
69.52,69.52,304,94,28679,0.05,472,28578,0.002,0.04000389575958252
70.29,70.29,304,95,29040,0.05,476,28939,0.002,0.26572608947753906
70.85,70.85,304,96,29266,0.05,480,29165,0.002,0.04742167145013809
71.24,71.24,303,97,29584,0.05,484,29483,0.002,0.0293752271682024
71.35,71.35,303,98,29933,0.05,488,29832,0.002,0.008580498397350311
71.91,71.91,304,99,30260,0.05,492,30159,0.002,0.009243805892765522
72.25,72.25,304,100,30624,0.05,496,30523,0.002,0.0076606981456279755
72.89,72.89,304,101,30926,0.05,500,30825,0.002,0.022309793159365654
72.75,72.75,305,102,31216,0.05,504,31115,0.002,1.5851712226867676
73.52,73.52,305,103,31578,0.05,508,31477,0.002,1.5810160636901855
75.2,75.2,305,104,31893,0.05,512,31792,0.002,0.01486646756529808
76.58,76.58,306,105,32251,0.05,516,32150,0.002,0.021726379171013832
79.17,79.17,306,106,32634,0.05,520,32533,0.002,0.012046990916132927
80.02,80.02,306,107,32934,0.05,524,32833,0.002,0.5424583554267883
81.2,81.2,306,108,33226,0.05,528,33125,0.002,1.6266971826553345
82.94,82.94,306,109,33555,0.05,532,33454,0.002,0.22431936860084534
84.61,84.61,306,110,33949,0.05,536,33848,0.002,1.823021411895752
86.89,86.89,306,112,34388,0.05,540,34287,0.002,0.019724786281585693
87.57,87.57,306,113,34770,0.05,544,34669,0.002,0.03367624431848526
88.42,88.42,305,114,35159,0.05,548,35058,0.002,0.008285490795969963
88.02,88.02,305,116,35511,0.05,552,35410,0.002,0.024644440039992332
87.77,87.77,305,117,35915,0.05,556,35814,0.002,1.552438497543335
87.52,87.52,306,118,36314,0.05,560,36213,0.002,0.01964426040649414
88.24,88.24,306,119,36700,0.05,564,36599,0.002,0.1305496096611023
88.42,88.42,306,121,37110,0.05,568,37009,0.002,0.010615854524075985
88.19,88.19,306,122,37498,0.05,572,37397,0.002,0.0032954274211078882
87.8,87.8,307,123,37820,0.05,576,37719,0.002,0.12458925694227219
88.34,88.34,306,124,38100,0.05,580,37999,0.002,0.01585507020354271
86.56,86.56,307,124,38240,0.05,584,38139,0.002,0.0410478338599205
86.34,86.34,307,125,38567,0.05,588,38466,0.002,0.026746701449155807
85.4,85.4,306,126,38800,0.05,592,38699,0.002,0.014311892911791801
85.31,85.31,306,127,39155,0.05,596,39054,0.002,0.021351095288991928
84.04,84.04,306,128,39330,0.05,600,39229,0.002,0.1515791118144989
84.85,84.85,307,129,39701,0.05,604,39600,0.002,1.3059474229812622
84.45,84.45,307,130,40023,0.05,608,39922,0.002,0.011271066963672638
84.95,84.95,307,131,40388,0.05,612,40287,0.002,1.2515918016433716
85.77,85.77,308,132,40828,0.05,616,40727,0.002,0.06361360102891922
87.09,87.09,308,133,41343,0.05,620,41242,0.002,0.014367485418915749
92.37,92.37,309,136,42171,0.05,624,42070,0.002,0.015664180740714073
95.22,95.22,310,137,42748,0.05,628,42647,0.002,0.015833750367164612
97.09,97.09,310,139,43264,0.05,632,43163,0.002,0.0279803816229105
106.2,106.2,311,142,44569,0.05,636,44468,0.002,0.0349302813410759
121.81,121.81,313,148,46569,0.05,640,46468,0.002,0.024113018065690994
137.99,137.99,315,154,48569,0.05,644,48468,0.002,0.008702246472239494
