rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/learning_rate,train/loss
83.69,83.69,347,83,29035,0.05,436,28934,0.005,0.16889135539531708
85.37,85.37,347,84,29465,0.05,440,29364,0.005,0.058053839951753616
86.2,86.2,347,85,29828,0.05,444,29727,0.005,0.010519341565668583
84.88,84.88,347,86,30154,0.05,448,30053,0.005,0.008300659246742725
84.64,84.64,347,87,30481,0.05,452,30380,0.005,0.022382400929927826
83.56,83.56,347,88,30706,0.05,456,30605,0.005,0.04103424400091171
82.45,82.45,347,89,30919,0.05,460,30818,0.005,0.9264762997627258
82.25,82.25,347,89,31223,0.05,464,31122,0.005,0.10408835858106613
80.56,80.56,347,90,31375,0.05,468,31274,0.005,0.4100499749183655
79.18,79.18,347,90,31553,0.05,472,31452,0.005,0.4047849476337433
78.02,78.02,347,91,31836,0.05,476,31735,0.005,0.40517792105674744
78.9,78.9,347,93,32413,0.05,480,32312,0.005,0.49859699606895447
79.01,79.01,347,94,32777,0.05,484,32676,0.005,0.6660181283950806
78.8,78.8,347,95,33069,0.05,488,32968,0.005,0.02857263572514057
82.41,82.41,347,96,33694,0.05,492,33593,0.005,0.008647610433399677
83.69,83.69,347,97,34026,0.05,496,33925,0.005,0.6991711258888245
87.59,87.59,347,99,34554,0.05,500,34453,0.005,0.38139861822128296
90.96,90.96,347,100,35002,0.05,504,34901,0.005,0.09747017920017242
96.4,96.4,347,102,35651,0.05,508,35550,0.005,0.503492534160614
97.48,97.48,347,103,36061,0.05,512,35960,0.005,0.5008028745651245
99.76,99.76,347,105,36601,0.05,516,36500,0.005,0.005932952277362347
102.74,102.74,347,106,37150,0.05,520,37049,0.005,0.5912962555885315
101.3,101.3,347,107,37501,0.05,524,37400,0.005,0.0512053519487381
100.8,100.8,347,109,37922,0.05,528,37821,0.005,0.4445006251335144
100.61,100.61,346,110,38461,0.05,532,38360,0.005,0.4104149341583252
97.08,97.08,346,111,38743,0.05,536,38642,0.005,0.07448594272136688
96.62,96.62,346,112,39127,0.05,540,39026,0.005,0.043853238224983215
94.96,94.96,347,113,39324,0.05,544,39223,0.005,0.6832007169723511
93.37,93.37,347,113,39491,0.05,548,39390,0.005,0.5621539354324341
91.48,91.48,347,114,39629,0.05,552,39528,0.005,0.016943160444498062
90.1,90.1,347,114,39716,0.05,556,39615,0.005,0.10604281723499298
89.14,89.14,347,114,39833,0.05,560,39732,0.005,0.01040986180305481
87.22,87.22,347,115,39945,0.05,564,39844,0.005,0.008212672546505928
86.61,86.61,347,115,40036,0.05,568,39935,0.005,0.015542617067694664
86.46,86.46,347,115,40199,0.05,572,40098,0.005,0.1671210527420044
85.05,85.05,346,116,40341,0.05,576,40240,0.005,0.04398663714528084
81.38,81.38,346,116,40551,0.05,580,40450,0.005,0.5929906964302063
82.04,82.04,346,118,40981,0.05,584,40880,0.005,0.2868531048297882
82.82,82.82,347,119,41351,0.05,588,41250,0.005,0.5160394906997681
81.2,81.2,347,120,41814,0.05,592,41713,0.005,0.008666524663567543
82.99,82.99,346,122,42325,0.05,596,42224,0.005,0.24509474635124207
82.65,82.65,346,123,42819,0.05,600,42718,0.005,0.058747194707393646
82.01,82.01,346,124,43203,0.05,604,43102,0.005,0.023579029366374016
79.12,79.12,347,125,43563,0.05,608,43462,0.005,0.3942785859107971
78.41,78.41,347,126,43902,0.05,612,43801,0.005,0.4812978506088257
75.08,75.08,347,127,44109,0.05,616,44008,0.005,0.011764660477638245
70.94,70.94,347,127,44244,0.05,620,44143,0.005,0.01046660915017128
69.65,69.65,346,128,44466,0.05,624,44365,0.005,0.006683416198939085
66.82,66.82,346,128,44604,0.05,628,44503,0.005,0.3094870150089264
63.08,63.08,346,129,44769,0.05,632,44668,0.005,0.22891749441623688
62.15,62.15,346,129,44958,0.05,636,44857,0.005,0.44064781069755554
59.84,59.84,346,130,45111,0.05,640,45010,0.005,0.09285661578178406
59.58,59.58,346,130,45282,0.05,644,45181,0.005,0.4242549538612366
59.27,59.27,346,131,45418,0.05,648,45317,0.005,0.025796104222536087
60.03,60.03,346,131,45632,0.05,652,45531,0.005,0.0063707889057695866
62.22,62.22,346,132,45938,0.05,656,45837,0.005,0.0022254539653658867
64.08,64.08,346,133,46241,0.05,660,46140,0.005,0.795153796672821
65.03,65.03,346,134,46448,0.05,664,46347,0.005,0.4755520522594452
67.29,67.29,346,134,46765,0.05,668,46664,0.005,0.028081664815545082
70.53,70.53,346,136,47252,0.05,672,47151,0.005,0.05197831988334656
76.03,76.03,346,138,47944,0.05,676,47843,0.005,0.833285391330719
81.82,81.82,346,140,48733,0.05,680,48632,0.005,0.7906733751296997
81.38,81.38,346,141,49119,0.05,684,49018,0.005,1.0486853122711182
