time/fps,time/time_elapsed,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss
190,0,4,49,0.990298,,,,,
219,0,8,85,0.9831700000000001,4.0,310.0,,,
232,0,12,117,0.9768339999999999,3.0,288.0,,,
232,0,16,137,0.9728739999999999,2.0,249.0,,,
240,0,20,166,0.9671320000000001,1.75,240.25,,,
251,0,24,200,0.9603999999999999,1.75,240.25,,,
257,0,28,238,0.952876,1.8,234.2,,,
255,1,32,256,0.949312,1.8333333333333333,233.83333333333334,,,
255,1,36,287,0.9431740000000001,1.7142857142857142,230.42857142857142,,,
257,1,40,316,0.937432,1.625,228.625,,,
257,1,44,334,0.933868,1.625,228.625,,,
255,1,48,354,0.9299080000000001,1.4444444444444444,220.11111111111111,,,
256,1,52,381,0.924562,1.4,218.3,,,
259,1,56,419,0.9170379999999999,1.4545454545454546,220.1818181818182,,,
263,1,60,456,0.9097120000000001,1.5,222.16666666666666,,,
263,1,64,476,0.905752,1.5,222.16666666666666,,,
271,1,68,536,0.893872,1.3846153846153846,217.46153846153845,,,
269,2,72,556,0.889912,1.5714285714285714,225.07142857142858,,,
270,2,76,587,0.8837740000000001,1.5333333333333334,224.66666666666666,,,
273,2,80,625,0.87625,1.5625,226.0,,,
276,2,84,663,0.8687259999999999,1.5625,226.0,,,
275,2,88,683,0.8647659999999999,1.588235294117647,226.0,,,
277,2,92,721,0.8572419999999998,1.5,222.83333333333334,,,
282,2,96,785,0.8445699999999999,1.736842105263158,232.47368421052633,,,
283,2,100,823,0.837046,1.75,232.7,,,
287,3,104,875,0.82675,1.75,232.7,,,
286,3,108,893,0.823186,1.8571428571428572,235.66666666666666,,,
288,3,112,940,0.81388,1.8181818181818181,234.77272727272728,,,
286,3,116,958,0.810316,1.826086956521739,234.69565217391303,,,
284,3,120,992,0.8035840000000001,1.8333333333333333,234.625,,,
276,3,124,1012,0.7996240000000001,1.8333333333333333,234.625,2,0.0002,0.01652483642101288
249,4,128,1041,0.7938820000000001,1.8,232.96,10,0.0002,0.008850201964378357
240,4,132,1059,0.7903180000000001,1.7307692307692308,230.23076923076923,14,0.0002,0.014625148847699165
227,4,136,1088,0.7845759999999999,1.7037037037037037,229.0,21,0.0002,0.014946013689041138
215,5,140,1119,0.778438,1.6785714285714286,227.89285714285714,29,0.0002,0.007595597766339779
208,5,144,1135,0.7752699999999999,1.6785714285714286,227.89285714285714,33,0.0002,0.007652936037629843
198,5,148,1171,0.7681420000000001,1.6206896551724137,224.51724137931035,42,0.0002,0.04406994581222534
192,6,152,1191,0.764182,1.6333333333333333,225.13333333333333,47,0.0002,0.015022994950413704
181,6,156,1244,0.7536880000000001,1.6774193548387097,227.19354838709677,60,0.0002,0.05571410059928894
172,7,160,1287,0.745174,1.6875,228.0625,71,0.0002,0.03514888137578964
167,7,164,1323,0.738046,1.6875,228.0625,80,0.0002,0.008459769189357758
158,8,168,1377,0.7273540000000001,1.696969696969697,227.87878787878788,94,0.0002,0.02154167741537094
155,8,172,1395,0.7237900000000002,1.7647058823529411,230.5,98,0.0002,0.021834561601281166
152,9,176,1424,0.718048,1.7142857142857142,228.62857142857143,105,0.0002,0.028870582580566406
148,9,180,1456,0.7117120000000001,1.75,229.5,113,0.0002,0.03407939523458481
145,10,184,1476,0.7077520000000002,1.75,229.5,118,0.0002,0.015058099292218685
143,10,188,1496,0.7037920000000001,1.7027027027027026,227.6216216216216,123,0.0002,0.022629130631685257
139,11,192,1535,0.6960700000000001,1.7105263157894737,228.21052631578948,133,0.0002,0.03042970784008503
137,11,196,1555,0.69211,1.6666666666666667,227.02564102564102,138,0.0002,0.022645922377705574
134,11,200,1591,0.684982,1.675,227.05,147,0.0002,0.014854378998279572
131,12,204,1622,0.678844,1.675,227.05,155,0.0002,0.008099752478301525
130,12,208,1642,0.674884,1.6585365853658536,226.53658536585365,160,0.0002,0.029730169102549553
125,13,212,1714,0.660628,1.6666666666666667,226.73809523809524,178,0.0002,0.029842039570212364
123,14,216,1734,0.656668,1.697674418604651,228.5581395348837,183,0.0002,0.008509747684001923
121,14,220,1772,0.6491439999999999,1.7045454545454546,229.04545454545453,192,0.0002,0.022075725719332695
119,15,224,1806,0.642412,1.7045454545454546,229.04545454545453,201,0.0002,0.03634200617671013
117,15,228,1837,0.636274,1.711111111111111,229.17777777777778,209,0.0002,0.021121203899383545
115,16,232,1875,0.62875,1.6956521739130435,228.8695652173913,218,0.0002,0.04201623052358627
114,16,236,1893,0.625186,1.702127659574468,228.74468085106383,223,0.0002,0.020110895857214928
112,17,240,1931,0.6176619999999999,1.7083333333333333,228.89583333333334,232,0.0002,0.008047789335250854
111,17,244,1958,0.6123160000000001,1.7083333333333333,228.89583333333334,239,0.0002,0.014787386171519756
110,17,248,1978,0.6083560000000001,1.6938775510204083,228.10204081632654,244,0.0002,0.04394514113664627
108,18,252,2014,0.601228,1.7,227.96,253,0.0002,0.023121066391468048
106,19,256,2063,0.591526,1.6862745098039216,227.88235294117646,265,0.0002,0.009622222743928432
105,19,260,2090,0.5861800000000001,1.7115384615384615,228.92307692307693,272,0.0002,0.017193980515003204
104,20,264,2140,0.5762800000000001,1.7115384615384615,228.92307692307693,284,0.0002,0.022461550310254097
103,21,268,2171,0.5701420000000001,1.7358490566037736,230.0943396226415,292,0.0002,0.001458417042158544
102,21,272,2203,0.5638060000000001,1.7407407407407407,230.38888888888889,300,0.0002,0.029113274067640305
101,21,276,2223,0.5598460000000001,1.709090909090909,229.01818181818183,305,0.0002,0.02552313543856144
100,22,280,2254,0.5537079999999999,1.6964285714285714,228.64285714285714,313,0.0002,0.0014488849556073546
99,22,284,2281,0.548362,1.6964285714285714,228.64285714285714,320,0.0002,0.01958155259490013
98,23,288,2317,0.541234,1.719298245614035,229.26315789473685,329,0.0002,0.016825402155518532
97,24,292,2373,0.5301459999999999,1.7241379310344827,229.39655172413794,343,0.0002,0.022718530148267746
95,25,296,2427,0.519454,1.7627118644067796,230.91525423728814,356,0.0002,0.01321265660226345
94,26,300,2471,0.510742,1.7833333333333334,232.41666666666666,367,0.0002,0.006295877508819103
93,27,304,2526,0.4998520000000002,1.7833333333333334,232.41666666666666,381,0.0002,0.004319269210100174
91,28,308,2586,0.4879720000000001,1.819672131147541,234.1639344262295,396,0.0002,0.010235881432890892
90,29,312,2637,0.4778739999999999,1.8870967741935485,237.20967741935485,409,0.0002,0.00872342474758625
90,29,316,2673,0.470746,1.8888888888888888,237.25396825396825,418,0.0002,0.005200850777328014
89,30,320,2707,0.46401400000000015,1.890625,236.96875,426,0.0002,0.007052492816001177
89,30,324,2741,0.45728199999999997,1.890625,236.96875,435,0.0002,0.0011154523817822337
88,31,328,2761,0.453322,1.8923076923076922,236.6153846153846,440,0.0002,0.006119509227573872
88,31,332,2789,0.4477780000000001,1.878787878787879,236.36363636363637,447,0.0002,0.02697926200926304
87,32,336,2827,0.44025400000000015,1.8805970149253732,236.26865671641792,456,0.0002,0.025843147188425064
87,32,340,2865,0.43273000000000006,1.8823529411764706,236.5441176470588,466,0.0002,0.01697985641658306
87,33,344,2900,0.42579999999999996,1.8823529411764706,236.5441176470588,474,0.0002,0.005375316366553307
86,34,348,2952,0.415504,1.8985507246376812,237.15942028985506,487,0.0002,0.01462914701551199
86,34,352,2970,0.4119400000000002,1.9,237.22857142857143,492,0.0002,0.006335272919386625
85,35,356,3031,0.39986200000000016,1.9154929577464788,238.1267605633803,507,0.0002,0.02599990740418434
84,36,360,3099,0.3863979999999999,1.9722222222222223,240.65277777777777,524,0.0002,0.035027842968702316
84,37,364,3145,0.37729,1.9722222222222223,240.65277777777777,536,0.0002,0.004961592610925436
84,37,368,3163,0.373726,1.9863013698630136,241.08219178082192,540,0.0002,0.010641584172844887
83,38,372,3199,0.36659799999999987,1.9864864864864864,241.06756756756758,549,0.0002,0.0051824115216732025
83,38,376,3242,0.35808399999999996,1.9866666666666666,240.92,560,0.0002,0.013268726877868176
83,39,380,3288,0.34897600000000006,2.013157894736842,241.93421052631578,571,0.0002,0.025090940296649933
82,40,384,3347,0.337294,2.013157894736842,241.93421052631578,586,0.0002,0.0023550447076559067
82,40,388,3379,0.3309580000000001,2.051948051948052,243.28571428571428,594,0.0002,0.013705798424780369
82,41,392,3417,0.323434,2.051282051282051,243.1153846153846,604,0.0002,0.008288517594337463
82,42,396,3460,0.3149200000000001,2.050632911392405,243.1772151898734,614,0.0002,0.014354150742292404
82,42,400,3499,0.3071980000000001,2.0625,243.6625,624,0.0002,0.008723401464521885
81,42,404,3519,0.303238,2.0625,243.6625,629,0.0002,0.0062276991084218025
81,43,408,3564,0.2943279999999999,2.0617283950617282,243.71604938271605,640,0.0002,0.016322998329997063
81,44,412,3593,0.2885860000000001,2.048780487804878,243.29268292682926,648,0.0002,0.009408228099346161
81,44,416,3620,0.28324000000000005,2.0481927710843375,243.27710843373495,654,0.0002,0.007071705535054207
81,45,420,3664,0.2745279999999999,2.0595238095238093,243.5,665,0.0002,0.006727129220962524
80,45,424,3693,0.2687860000000001,2.0595238095238093,243.5,673,0.0002,0.011675963178277016
80,46,428,3725,0.26244999999999985,2.0588235294117645,243.23529411764707,681,0.0002,0.013409251347184181
80,46,432,3755,0.2565100000000001,2.046511627906977,242.38372093023256,688,0.0002,0.009699239395558834
80,47,436,3785,0.25056999999999985,2.045977011494253,242.66666666666666,696,0.0002,0.013401100412011147
80,47,440,3805,0.24660999999999988,2.022727272727273,241.89772727272728,701,0.0002,0.005948753096163273
80,48,444,3855,0.2367100000000001,2.022727272727273,241.89772727272728,713,0.0002,0.008747277781367302
79,48,448,3887,0.23037399999999997,2.033707865168539,242.22471910112358,721,0.0002,0.008926933631300926
79,49,452,3921,0.223642,2.033333333333333,241.85555555555555,730,0.0002,0.014958987012505531
79,49,456,3953,0.217306,2.043956043956044,242.24175824175825,738,0.0002,0.010591883212327957
79,50,460,3998,0.20839600000000014,2.0543478260869565,242.43478260869566,749,0.0002,0.007959759794175625
79,51,464,4083,0.19156600000000001,2.0543478260869565,242.43478260869566,770,0.0002,0.006422535516321659
78,52,468,4110,0.18621999999999994,2.129032258064516,244.34408602150538,777,0.0002,0.015589220449328423
78,52,472,4169,0.17453799999999986,2.127659574468085,244.31914893617022,792,0.0002,0.00799906812608242
78,53,476,4201,0.16820200000000018,2.136842105263158,244.50526315789475,800,0.0002,0.004983538296073675
78,54,480,4243,0.15988599999999997,2.15625,245.34375,810,0.0002,0.01522216945886612
78,54,484,4263,0.155926,2.15625,245.34375,815,0.0002,0.006409632973372936
78,55,488,4301,0.14840200000000014,2.154639175257732,245.31958762886597,825,0.0002,0.007004781160503626
78,55,492,4321,0.14444200000000018,2.13265306122449,244.6122448979592,830,0.0002,0.016819745302200317
77,55,496,4359,0.1369180000000001,2.1313131313131315,244.6060606060606,839,0.0002,0.005585507024079561
77,56,500,4397,0.129394,2.13,244.69,849,0.0002,0.01886058785021305
77,56,504,4413,0.12622599999999995,2.13,244.69,853,0.0002,0.0038222288712859154
77,57,508,4440,0.1208800000000001,2.09,243.16,859,0.0002,0.006275577004998922
77,57,512,4460,0.11692000000000013,2.08,242.61,864,0.0002,0.02043505758047104
77,58,516,4480,0.11296000000000006,2.08,242.57,869,0.0002,0.01667366363108158
76,58,520,4518,0.10543600000000009,2.09,242.8,879,0.0002,0.011694786138832569
76,59,524,4564,0.09632800000000019,2.09,242.8,890,0.0002,0.0100496094673872
76,60,528,4598,0.08959600000000001,2.1,243.48,899,0.0002,0.0028496263548731804
76,60,532,4642,0.08088400000000007,2.11,243.84,910,0.0002,0.006017901003360748
76,61,536,4662,0.0769240000000001,2.12,244.13,915,0.0002,0.01102173887193203
75,62,540,4722,0.0650440000000001,2.15,245.38,930,0.0002,0.010396262630820274
75,62,544,4772,0.05514399999999986,2.15,245.38,942,0.0002,0.003045476973056793
75,63,548,4816,0.04643199999999992,2.19,247.17,953,0.0002,0.007221722975373268
75,64,552,4862,0.037324000000000024,2.21,247.77,965,0.0002,0.007895049639046192
75,65,556,4887,0.032374000000000014,2.22,247.81,971,0.0002,0.006579387001693249
74,65,560,4931,0.023662000000000072,2.23,248.01,982,0.0002,0.010991839691996574
74,66,564,4965,0.01693000000000011,2.23,248.01,991,0.0002,0.015541614033281803
74,66,568,4985,0.012970000000000148,2.25,248.65,996,0.0002,0.005496947560459375
74,67,572,5001,0.01,2.21,246.89,1000,0.0002,0.019846411421895027
74,67,576,5039,0.01,2.22,247.13,1009,0.0002,0.009556593373417854
74,68,580,5059,0.01,2.2,246.23,1014,0.0002,0.020757164806127548
74,68,584,5097,0.01,2.2,246.23,1024,0.0002,0.013499229215085506
73,69,588,5117,0.01,2.2,246.49,1029,0.0002,0.01319530326873064
73,69,592,5137,0.01,2.2,246.42,1034,0.0002,0.02060626447200775
73,70,596,5175,0.01,2.16,244.63,1043,0.0002,0.015087516978383064
73,70,600,5213,0.01,2.16,244.74,1053,0.0002,0.015935903415083885
73,71,604,5244,0.01,2.16,244.74,1060,0.0002,0.021334439516067505
73,72,608,5280,0.01,2.13,243.82,1069,0.0002,0.010990208946168423
73,72,612,5326,0.01,2.15,244.26,1081,0.0002,0.008043786510825157
72,73,616,5346,0.01,2.15,244.27,1086,0.0002,0.008683172054588795
72,73,620,5382,0.01,2.15,244.42,1095,0.0002,0.004466726444661617
72,74,624,5414,0.01,2.15,244.42,1103,0.0002,0.004978248383849859
72,74,628,5448,0.01,2.16,244.58,1111,0.0002,0.009929749183356762
72,75,632,5494,0.01,2.19,245.55,1123,0.0002,0.005309155210852623
72,76,636,5524,0.01,2.21,246.34,1130,0.0002,0.012291396968066692
72,77,640,5572,0.01,2.23,247.16,1142,0.0002,0.006421373225748539
72,77,644,5618,0.01,2.23,247.16,1154,0.0002,0.0030199741013348103
72,78,648,5662,0.01,2.27,249.12,1165,0.0002,0.004475701600313187
72,79,652,5698,0.01,2.27,248.73,1174,0.0002,0.005878260359168053
71,79,656,5718,0.01,2.26,248.23,1179,0.0002,0.0055494848638772964
71,80,660,5750,0.01,2.26,247.8,1187,0.0002,0.008999353274703026
71,80,664,5782,0.01,2.26,247.8,1195,0.0002,0.009472820907831192
71,81,668,5820,0.01,2.26,247.6,1204,0.0002,0.0054530915804207325
71,81,672,5840,0.01,2.24,246.9,1209,0.0002,0.006042274180799723
71,81,676,5860,0.01,2.24,246.87,1214,0.0002,0.010209654457867146
71,82,680,5908,0.01,2.24,247.06,1226,0.0002,0.007943450473248959
71,83,684,5942,0.01,2.24,247.06,1235,0.0002,0.0030237322207540274
71,83,688,5976,0.01,2.26,247.63,1243,0.0002,0.007299068383872509
71,84,692,6006,0.01,2.27,247.77,1251,0.0002,0.030968960374593735
71,84,696,6044,0.01,2.29,248.4,1260,0.0002,0.03072681464254856
71,85,700,6082,0.01,2.29,248.51,1270,0.0002,0.011572547256946564
71,85,704,6102,0.01,2.29,248.51,1275,0.0002,0.01840224675834179
71,86,708,6140,0.01,2.28,248.19,1284,0.0002,0.011186864227056503
70,86,712,6160,0.01,2.28,248.33,1289,0.0002,0.017923269420862198
70,87,716,6194,0.01,2.27,247.64,1298,0.0002,0.01054475549608469
70,88,720,6240,0.01,2.28,247.81,1309,0.0002,0.01530147809535265
70,89,724,6315,0.01,2.28,247.81,1328,0.0002,0.01990940421819687
70,90,728,6377,0.01,2.32,249.41,1344,0.0002,0.007119150832295418
70,90,732,6420,0.01,2.36,250.79,1354,0.0002,0.01799785904586315
70,91,736,6438,0.01,2.36,250.87,1359,0.0002,0.014772162772715092
70,91,740,6461,0.01,2.35,250.21,1365,0.0002,0.014066876843571663
70,91,744,6479,0.01,2.35,250.21,1369,0.0002,0.014804978854954243
70,92,748,6529,0.01,2.35,250.07,1382,0.0002,0.009344084188342094
70,93,752,6587,0.01,2.4,252.13,1396,0.0002,0.010272183455526829
70,94,756,6625,0.01,2.41,252.44,1406,0.0002,0.002418126678094268
70,95,760,6661,0.01,2.4,251.99,1415,0.0002,0.004317131824791431
70,95,764,6695,0.01,2.4,251.99,1423,0.0002,0.005365028977394104
69,96,768,6729,0.01,2.39,251.31,1432,0.0002,0.007893790490925312
69,96,772,6775,0.01,2.4,251.4,1443,0.0002,0.002581885317340493
