time/time_elapsed,time/episodes,time/fps,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/learning_rate,train/n_updates
0,4,140,49,0.9919966666666664,,,,,
0,8,166,85,0.9861166666666671,4.0,310.0,,,
0,12,177,117,0.9808899999999999,3.0,288.0,,,
0,16,179,137,0.9776233333333336,2.0,249.0,,,
0,20,187,166,0.9728866666666663,1.75,240.25,,,
1,24,197,200,0.9673333333333337,1.75,240.25,,,
1,28,202,238,0.9611266666666666,1.8,234.2,,,
1,32,199,256,0.958186666666667,1.8333333333333333,233.83333333333334,,,
1,36,199,287,0.9531233333333331,1.7142857142857142,230.42857142857142,,,
1,40,200,316,0.9483866666666669,1.625,228.625,,,
1,44,201,334,0.9454466666666661,1.625,228.625,,,
1,48,201,354,0.9421799999999998,1.4444444444444444,220.11111111111111,,,
1,52,202,381,0.9377700000000003,1.4,218.3,,,
2,56,206,419,0.9315633333333333,1.4545454545454546,220.1818181818182,,,
2,60,208,456,0.9255199999999995,1.5,222.16666666666666,,,
2,64,208,476,0.9222533333333331,1.5,222.16666666666666,,,
2,68,214,536,0.9124533333333332,1.3846153846153846,217.46153846153845,,,
2,72,212,556,0.9091866666666669,1.5714285714285714,225.07142857142858,,,
2,76,213,587,0.9041233333333331,1.5333333333333334,224.66666666666666,,,
2,80,216,625,0.897916666666667,1.5625,226.0,,,
3,84,218,663,0.89171,1.5625,226.0,,,
3,88,217,683,0.8884433333333337,1.588235294117647,226.0,,,
3,92,219,721,0.8822366666666666,1.5,222.83333333333334,,,
3,96,223,785,0.8717833333333334,1.736842105263158,232.47368421052633,,,
3,100,224,823,0.8655766666666662,1.75,232.7,,,
3,104,227,875,0.8570833333333339,1.75,232.7,,,
3,108,225,893,0.854143333333333,1.8571428571428572,235.66666666666666,,,
4,112,226,940,0.8464666666666661,1.8181818181818181,234.77272727272728,,,
4,116,225,958,0.8435266666666665,1.826086956521739,234.69565217391303,,,
4,120,226,992,0.8379733333333338,1.8333333333333333,234.625,,,
4,124,225,1012,0.8347066666666664,1.8333333333333333,234.625,,,
4,128,225,1043,0.8296433333333336,1.76,231.44,,,
4,132,226,1073,0.824743333333333,1.7692307692307692,232.30769230769232,,,
4,136,226,1104,0.8196800000000003,1.7407407407407407,231.25925925925927,,,
5,140,228,1154,0.8115133333333334,1.7857142857142858,232.82142857142858,,,
5,144,229,1192,0.8053066666666664,1.7857142857142858,232.82142857142858,,,
5,148,230,1234,0.7984466666666671,1.793103448275862,232.31034482758622,,,
5,152,230,1264,0.7935466666666666,1.8333333333333333,234.83333333333334,,,
5,156,229,1284,0.7902800000000003,1.7741935483870968,232.32258064516128,,,
5,160,230,1333,0.7822766666666667,1.8125,233.78125,,,
5,164,231,1369,0.7763966666666663,1.8125,233.78125,,,
6,168,231,1394,0.7723133333333334,1.8181818181818181,233.42424242424244,,,
6,172,230,1414,0.7690466666666671,1.7941176470588236,232.47058823529412,,,
6,176,229,1434,0.7657799999999997,1.7428571428571429,231.0,,,
6,180,228,1452,0.7628400000000001,1.6944444444444444,229.02777777777777,,,
6,184,228,1470,0.7599000000000004,1.6944444444444444,229.02777777777777,,,
6,188,228,1506,0.7540199999999999,1.6486486486486487,226.94594594594594,,,
6,192,228,1541,0.7483033333333339,1.6842105263157894,227.8684210526316,,,
6,196,228,1569,0.74373,1.6923076923076923,228.46153846153845,,,
6,200,228,1600,0.7386666666666672,1.675,227.95,,,
7,204,230,1650,0.7305000000000004,1.675,227.95,,,
