rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,rollout/exploration_rate,train/loss,train/n_updates,train/learning_rate
161.06,291,161.06,18905,64,188,0.1,0.002049625851213932,18804,0.0002
159.92,290,159.92,19593,67,192,0.1,0.0012420223793014884,19492,0.0002
160.04,290,160.04,20318,69,196,0.1,0.0018948764773085713,20217,0.0002
159.24,289,159.24,21025,72,200,0.1,0.010558519512414932,20924,0.0002
160.13,289,160.13,21832,75,204,0.1,0.18333664536476135,21731,0.0002
159.49,289,159.49,22586,78,208,0.1,0.18010593950748444,22485,0.0002
162.01,289,162.01,23543,81,212,0.1,0.00285714422352612,23442,0.0002
163.29,289,163.29,24344,83,216,0.1,0.18459199368953705,24243,0.0002
163.22,288,163.22,25103,87,220,0.1,0.19469498097896576,25002,0.0002
164.37,287,164.37,25877,89,224,0.1,0.14451220631599426,25776,0.0002
166.32,287,166.32,26620,92,228,0.1,0.002052308525890112,26519,0.0002
167.07,287,167.07,27323,94,232,0.1,0.21285247802734375,27222,0.0002
170.81,287,170.81,28195,98,236,0.1,0.0018301696982234716,28094,0.0002
176.3,287,176.3,29260,101,240,0.1,0.007069223560392857,29159,0.0002
179.02,286,179.02,30007,104,244,0.1,0.2820110619068146,29906,0.0002
182.78,286,182.78,30877,107,248,0.1,0.22899527847766876,30776,0.0002
185.49,286,185.49,31663,110,252,0.1,0.0020125394221395254,31562,0.0002
188.81,286,188.81,32541,113,256,0.1,0.23154649138450623,32440,0.0002
192.6,285,192.6,33483,117,260,0.1,0.002954543335363269,33382,0.0002
194.78,286,194.78,34452,120,264,0.1,0.0038539061788469553,34351,0.0002
197.21,285,197.21,35369,123,268,0.1,0.08129745721817017,35268,0.0002
200.25,285,200.25,36350,127,272,0.1,0.0029444301035255194,36249,0.0002
204.59,286,204.59,37387,130,276,0.1,0.05073709040880203,37286,0.0002
208.3,285,208.3,38489,134,280,0.1,0.002384613500908017,38388,0.0002
212.11,286,212.11,39445,137,284,0.1,0.002698505762964487,39344,0.0002
216.39,285,216.39,40544,141,288,0.1,0.005719522945582867,40443,0.0002
220.86,285,220.86,41679,145,292,0.1,0.0023871937301009893,41578,0.0002
224.38,286,224.38,42756,149,296,0.1,0.0022480504121631384,42655,0.0002
231.62,287,231.62,44187,153,300,0.1,0.2512855529785156,44086,0.0002
237.11,287,237.11,45543,158,304,0.1,0.020345192402601242,45442,0.0002
241.42,288,241.42,46728,162,308,0.1,0.0017050692113116384,46627,0.0002
246.15,288,246.15,48158,166,312,0.1,0.002083476400002837,48057,0.0002
250.02,288,250.02,49346,171,316,0.1,0.0016190436435863376,49245,0.0002
