rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/learning_rate,train/loss
23.083333333333332,23.083333333333332,327,6,2216,0.8005599999999999,96,2115,0.0005,0.08136572688817978
23.28,23.28,330,7,2328,0.7904799999999998,100,2227,0.0005,0.06270963698625565
25.03,25.03,335,7,2595,0.7664499999999997,104,2494,0.0005,0.06455985456705093
25.3,25.3,336,8,2709,0.7561899999999999,108,2608,0.0005,0.08721212297677994
25.72,25.72,338,8,2856,0.7429600000000003,112,2755,0.0005,0.05439937114715576
26.26,26.26,337,9,3042,0.72622,116,2941,0.0005,0.12436944246292114
26.65,26.65,334,9,3171,0.7146099999999999,120,3070,0.0005,0.15405483543872833
27.49,27.49,336,9,3326,0.7006599999999998,124,3225,0.0005,0.028241954743862152
28.24,28.24,338,10,3460,0.6885999999999999,128,3359,0.0005,0.07763544470071793
29.23,29.23,340,10,3628,0.6734800000000003,132,3527,0.0005,0.1610172986984253
30.55,30.55,341,11,3839,0.6544900000000002,136,3738,0.0005,0.01987634412944317
32.93,32.93,344,12,4161,0.6255100000000002,140,4060,0.0005,0.09432772547006607
34.98,34.98,347,12,4436,0.60076,144,4335,0.0005,0.1255955994129181
37.26,37.26,348,13,4768,0.57088,148,4667,0.0005,0.07288088649511337
39.77,39.77,348,14,5069,0.5437899999999999,152,4968,0.0005,0.1666097640991211
42.59,42.59,345,15,5440,0.5104,156,5339,0.0005,0.023259082809090614
47.36,47.36,346,17,6005,0.4595500000000001,160,5904,0.0005,0.1366376280784607
50.3,50.3,347,18,6377,0.42607000000000006,164,6276,0.0005,0.23253478109836578
52.88,52.88,349,19,6788,0.38908,168,6687,0.0005,0.5062854290008545
58.56,58.56,347,21,7456,0.3289599999999999,172,7355,0.0005,0.009965885430574417
64.18,64.18,350,23,8167,0.2649699999999998,176,8066,0.0005,0.00431810412555933
67.73,67.73,350,24,8619,0.2242900000000002,180,8518,0.0005,0.1712253838777542
72.96,72.96,348,26,9219,0.17029000000000005,184,9118,0.0005,0.029896408319473267
77.45,77.45,348,27,9731,0.12421000000000004,188,9630,0.0005,0.66214519739151
89.62,89.62,350,31,11050,0.1,192,10949,0.0005,0.038283322006464005
98.05,98.05,348,34,12021,0.1,196,11920,0.0005,0.22555066645145416
107.35,107.35,349,37,13063,0.1,200,12962,0.0005,0.015700235962867737
108.29,108.29,347,38,13424,0.1,204,13323,0.0005,0.0032092155888676643
110.87,110.87,348,39,13796,0.1,208,13695,0.0005,0.006699018180370331
112.79,112.79,348,40,14135,0.1,212,14034,0.0005,0.0018555610440671444
113.37,113.37,348,41,14379,0.1,216,14278,0.0005,0.009399684146046638
115.43,115.43,348,42,14714,0.1,220,14613,0.0005,0.35053950548171997
117.45,117.45,348,43,15071,0.1,224,14970,0.0005,0.35035648941993713
122.97,122.97,346,45,15757,0.1,228,15656,0.0005,0.0052736918441951275
124.57,124.57,346,46,16085,0.1,232,15984,0.0005,0.005858322139829397
124.16,124.16,346,46,16255,0.1,236,16154,0.0005,0.004546056967228651
125.58,125.58,346,48,16719,0.1,240,16618,0.0005,0.00172330008354038
129.16,129.16,345,50,17352,0.1,244,17251,0.0005,0.004377933219075203
131.45,131.45,346,51,17913,0.1,248,17812,0.0005,0.02219421975314617
144.22,144.22,345,56,19491,0.1,252,19390,0.0005,0.39318400621414185
148.87,148.87,346,58,20327,0.1,256,20226,0.0005,0.0032626360189169645
152.15,152.15,346,61,21220,0.1,260,21119,0.0005,0.002437116578221321
156.57,156.57,346,63,22034,0.1,264,21933,0.0005,0.4013383686542511
162.71,162.71,346,66,23059,0.1,268,22958,0.0005,0.467696875333786
161.66,161.66,345,68,23622,0.1,272,23521,0.0005,0.0019444255158305168
161.39,161.39,346,70,24306,0.1,276,24205,0.0005,0.003742385655641556
160.8,160.8,346,71,24699,0.1,280,24598,0.0005,0.0023848225828260183
158.38,158.38,346,72,25057,0.1,284,24956,0.0005,0.4878579080104828
157.13,157.13,345,73,25444,0.1,288,25343,0.0005,0.863524854183197
147.99,147.99,346,74,25849,0.1,292,25748,0.0005,0.003728053066879511
142.34,142.34,346,75,26255,0.1,296,26154,0.0005,0.007816102355718613
137.5,137.5,346,77,26813,0.1,300,26712,0.0005,0.003318105125799775
140.42,140.42,346,79,27466,0.1,304,27365,0.0005,0.0045064957812428474
144.48,144.48,346,81,28244,0.1,308,28143,0.0005,0.6694934964179993
145.36,145.36,346,82,28671,0.1,312,28570,0.0005,0.5354932546615601
146.64,146.64,346,83,29043,0.1,316,28942,0.0005,0.017567144706845284
146.29,146.29,345,84,29343,0.1,320,29242,0.0005,0.004837807733565569
145.21,145.21,345,85,29592,0.1,324,29491,0.0005,0.30241742730140686
142.09,142.09,345,86,29966,0.1,328,29865,0.0005,0.006885930895805359
141.47,141.47,346,87,30232,0.1,332,30131,0.0005,0.005223407410085201
144.59,144.59,346,88,30714,0.1,336,30613,0.0005,0.5185251235961914
146.41,146.41,345,90,31360,0.1,340,31259,0.0005,0.0038961851969361305
145.08,145.08,346,92,31860,0.1,344,31759,0.0005,0.005298850126564503
143.67,143.67,346,93,32280,0.1,348,32179,0.0005,0.5733238458633423
130.69,130.69,346,93,32560,0.1,352,32459,0.0005,0.006491573993116617
126.34,126.34,346,95,32961,0.1,356,32860,0.0005,0.8957014679908752
121.9,121.9,346,96,33410,0.1,360,33309,0.0005,0.29474642872810364
117.99,117.99,346,97,33833,0.1,364,33732,0.0005,0.5615131258964539
111.8,111.8,346,98,34239,0.1,368,34138,0.0005,0.008264212869107723
109.37,109.37,346,99,34559,0.1,372,34458,0.0005,0.007662549149245024
106.81,106.81,346,100,34987,0.1,376,34886,0.0005,0.010719860903918743
107.28,107.28,345,102,35427,0.1,380,35326,0.0005,0.008987145498394966
108.0,108.0,345,103,35857,0.1,384,35756,0.0005,0.5575573444366455
107.45,107.45,346,104,36189,0.1,388,36088,0.0005,0.26663219928741455
106.57,106.57,346,105,36506,0.1,392,36405,0.0005,0.0030860782135277987
106.37,106.37,346,106,36892,0.1,396,36791,0.0005,0.0048068817704916
103.66,103.66,345,107,37179,0.1,400,37078,0.0005,0.0050290790386497974
101.73,101.73,345,108,37639,0.1,404,37538,0.0005,0.012748976238071918
97.55,97.55,345,109,37999,0.1,408,37898,0.0005,0.8356438875198364
97.31,97.31,346,110,38402,0.1,412,38301,0.0005,0.2077549546957016
98.18,98.18,346,112,38861,0.1,416,38760,0.0005,0.015363110229372978
98.64,98.64,345,113,39207,0.1,420,39106,0.0005,0.2086145281791687
100.71,100.71,345,114,39663,0.1,424,39562,0.0005,0.20807671546936035
102.13,102.13,346,116,40179,0.1,428,40078,0.0005,0.020200911909341812
103.98,103.98,346,117,40630,0.1,432,40529,0.0005,0.005144596099853516
102.57,102.57,346,118,40971,0.1,436,40870,0.0005,0.004921809304505587
100.79,100.79,346,119,41439,0.1,440,41338,0.0005,0.6274986267089844
101.11,101.11,346,121,41971,0.1,444,41870,0.0005,0.13752196729183197
101.55,101.55,346,122,42435,0.1,448,42334,0.0005,0.013897127471864223
102.45,102.45,346,123,42805,0.1,452,42704,0.0005,0.07909668236970901
103.01,103.01,345,125,43262,0.1,456,43161,0.0005,0.18397420644760132
102.51,102.51,345,126,43661,0.1,460,43560,0.0005,0.008227651007473469
103.12,103.12,346,127,44145,0.1,464,44044,0.0005,0.0036652102135121822
102.28,102.28,346,128,44467,0.1,468,44366,0.0005,0.00737478444352746
103.9,103.9,346,129,44949,0.1,472,44848,0.0005,0.0046286387369036674
103.08,103.08,345,130,45295,0.1,476,45194,0.0005,0.008329052478075027
101.74,101.74,345,131,45601,0.1,480,45500,0.0005,0.0464622899889946
100.81,100.81,346,132,45938,0.1,484,45837,0.0005,0.004008888266980648
99.99,99.99,346,133,46188,0.1,488,46087,0.0005,0.005740654654800892
99.07,99.07,346,134,46413,0.1,492,46312,0.0005,0.031669456511735916
99.27,99.27,346,135,46819,0.1,496,46718,0.0005,0.008071182295680046
99.86,99.86,346,136,47165,0.1,500,47064,0.0005,0.6375771164894104
98.67,98.67,345,137,47506,0.1,504,47405,0.0005,0.008923896588385105
100.34,100.34,346,138,48033,0.1,508,47932,0.0005,0.5794904232025146
99.64,99.64,345,139,48366,0.1,512,48265,0.0005,0.11171672493219376
99.16,99.16,345,140,48777,0.1,516,48676,0.0005,0.011225995607674122
98.92,98.92,345,142,49099,0.1,520,48998,0.0005,0.6719165444374084
97.57,97.57,345,143,49420,0.1,524,49319,0.0005,0.008026054129004478
93.92,93.92,345,143,49571,0.1,528,49470,0.0005,0.05983680114150047
92.83,92.83,345,144,49913,0.1,532,49812,0.0005,0.013990849256515503
