rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/learning_rate,train/loss
23.0,23.0,7734,0,92,0.9917200000000002,4,,,
22.375,22.375,873,0,179,0.9838899999999999,8,78,0.0005,0.016008680686354637
23.666666666666668,23.666666666666668,591,0,284,0.97444,12,183,0.0005,0.0009461403824388981
26.0,26.0,503,0,416,0.9625600000000001,16,315,0.0005,0.0003618975169956684
25.3,25.3,457,1,506,0.9544599999999999,20,405,0.0005,0.31620460748672485
24.041666666666668,24.041666666666668,434,1,577,0.94807,24,476,0.0005,0.012688742019236088
22.714285714285715,22.714285714285715,417,1,636,0.9427600000000003,28,535,0.0005,0.02097325399518013
22.03125,22.03125,397,1,705,0.93655,32,604,0.0005,0.01307346299290657
21.77777777777778,21.77777777777778,386,2,784,0.9294399999999998,36,683,0.0005,0.007178549654781818
21.7,21.7,381,2,868,0.9218799999999998,40,767,0.0005,0.012608306482434273
21.318181818181817,21.318181818181817,379,2,938,0.9155800000000001,44,837,0.0005,0.020869344472885132
21.708333333333332,21.708333333333332,380,2,1042,0.9062200000000001,48,941,0.0005,0.06062786281108856
21.0,21.0,365,2,1092,0.9017200000000001,52,991,0.0005,0.021549610421061516
21.089285714285715,21.089285714285715,350,3,1181,0.8937100000000001,56,1080,0.0005,0.06486884504556656
21.15,21.15,331,3,1269,0.8857900000000002,60,1168,0.0005,0.05250569432973862
21.046875,21.046875,327,4,1347,0.8787700000000002,64,1246,0.0005,0.023816928267478943
22.058823529411764,22.058823529411764,328,4,1500,0.8649999999999999,68,1399,0.0005,0.004628563299775124
22.22222222222222,22.22222222222222,331,4,1600,0.8559999999999999,72,1499,0.0005,0.021535906940698624
23.013157894736842,23.013157894736842,334,5,1749,0.84259,76,1648,0.0005,0.0549950897693634
23.075,23.075,333,5,1846,0.8338600000000003,80,1745,0.0005,0.008870438672602177
22.892857142857142,22.892857142857142,331,5,1923,0.8269299999999997,84,1822,0.0005,0.0428260937333107
22.568181818181817,22.568181818181817,328,6,1986,0.8212600000000001,88,1885,0.0005,0.0611073262989521
22.695652173913043,22.695652173913043,327,6,2088,0.8120799999999999,92,1987,0.0005,0.006476996466517448
