rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,rollout/exploration_rate,train/loss,train/n_updates,train/learning_rate
23.0,7700,23.0,92,0,4,0.8687200000000008,,,
27.125,525,27.125,217,0,8,0.8262199999999998,0.339598149061203,116,0.0001
24.083333333333332,456,24.083333333333332,289,0,12,0.8017399999999999,0.19116061925888062,188,0.0001
22.0,384,22.0,352,0,16,0.7803199999999992,0.08705852180719376,251,0.0001
22.3,342,22.3,446,1,20,0.7483599999999994,0.028966326266527176,345,0.0001
20.916666666666668,334,20.916666666666668,502,1,24,0.7293199999999992,0.528766393661499,401,0.0001
20.392857142857142,323,20.392857142857142,571,1,28,0.7058600000000003,0.12506282329559326,470,0.0001
19.78125,314,19.78125,633,2,32,0.6847799999999999,0.06580249220132828,532,0.0001
19.333333333333332,303,19.333333333333332,696,2,36,0.6633599999999993,0.050680968910455704,595,0.0001
19.1,295,19.1,764,2,40,0.6402400000000007,0.03385915234684944,663,0.0001
18.727272727272727,286,18.727272727272727,824,2,44,0.6198399999999992,0.03215385600924492,723,0.0001
18.916666666666668,274,18.916666666666668,908,3,48,0.5912800000000009,0.022999286651611328,807,0.0001
18.692307692307693,263,18.692307692307693,972,3,52,0.5695199999999998,0.03243643417954445,871,0.0001
18.196428571428573,258,18.196428571428573,1019,3,56,0.5535400000000008,0.24723149836063385,918,0.0001
17.75,250,17.75,1065,4,60,0.5379000000000003,0.1303735226392746,964,0.0001
17.53125,249,17.53125,1122,4,64,0.5185199999999999,0.06251849979162216,1021,0.0001
17.38235294117647,247,17.38235294117647,1182,4,68,0.4981200000000002,0.06238580867648125,1081,0.0001
17.11111111111111,246,17.11111111111111,1232,5,72,0.48112000000000016,0.08607221394777298,1131,0.0001
16.710526315789473,246,16.710526315789473,1270,5,76,0.46820000000000045,0.037919603288173676,1169,0.0001
16.4625,248,16.4625,1317,5,80,0.45221999999999957,0.04695655032992363,1216,0.0001
16.273809523809526,249,16.273809523809526,1367,5,84,0.4352199999999995,0.055294230580329895,1266,0.0001
16.102272727272727,249,16.102272727272727,1417,5,88,0.4182199999999995,0.04231720790266991,1316,0.0001
15.923913043478262,249,15.923913043478262,1465,5,92,0.4019000000000002,0.10959034413099289,1364,0.0001
15.75,247,15.75,1512,6,96,0.3859199999999994,0.26476725935935974,1411,0.0001
15.67,247,15.67,1567,6,100,0.36721999999999955,0.12749196588993073,1466,0.0001
15.34,245,15.34,1626,6,104,0.34716000000000025,0.08127672970294952,1525,0.0001
14.86,244,14.86,1703,6,108,0.3209800000000005,0.0719827190041542,1602,0.0001
14.88,245,14.88,1777,7,112,0.29581999999999975,0.0768871009349823,1676,0.0001
15.18,248,15.18,1870,7,116,0.2642000000000002,0.09700203686952591,1769,0.0001
15.01,250,15.01,1947,7,120,0.23802000000000056,0.04822511225938797,1846,0.0001
15.1,251,15.1,2012,7,124,0.2159199999999991,0.2606467008590698,1911,0.0001
15.1,253,15.1,2081,8,128,0.1924600000000002,0.10759454220533371,1980,0.0001
16.09,255,16.09,2242,8,132,0.1377200000000003,0.07677724957466125,2141,0.0001
16.72,258,16.72,2368,9,136,0.09488000000000074,0.12615211308002472,2267,0.0001
17.52,261,17.52,2516,9,140,0.05,0.20950856804847717,2415,0.0001
18.03,263,18.03,2627,9,144,0.05,0.3080741763114929,2526,0.0001
18.23,260,18.23,2731,10,148,0.05,0.1734382063150406,2630,0.0001
18.43,259,18.43,2815,10,152,0.05,0.08863196521997452,2714,0.0001
18.95,260,18.95,2914,11,156,0.05,0.15743735432624817,2813,0.0001
19.19,261,19.19,2984,11,160,0.05,0.09879797697067261,2883,0.0001
19.18,261,19.18,3040,11,164,0.05,0.18053890764713287,2939,0.0001
18.97,261,18.97,3079,11,168,0.05,0.22951668500900269,2978,0.0001
18.82,261,18.82,3114,11,172,0.05,0.040934279561042786,3013,0.0001
18.82,260,18.82,3152,12,176,0.05,0.31192782521247864,3051,0.0001
18.76,260,18.76,3193,12,180,0.05,0.09249182790517807,3092,0.0001
18.62,258,18.62,3229,12,184,0.05,0.22030068933963776,3128,0.0001
18.49,257,18.49,3266,12,188,0.05,0.012167847715318203,3165,0.0001
18.35,257,18.35,3300,12,192,0.05,0.28443995118141174,3199,0.0001
18.24,258,18.24,3336,12,196,0.05,0.23012609779834747,3235,0.0001
18.06,258,18.06,3373,13,200,0.05,0.08644946664571762,3272,0.0001
17.85,259,17.85,3411,13,204,0.05,0.13386479020118713,3310,0.0001
17.47,259,17.47,3450,13,208,0.05,0.18162444233894348,3349,0.0001
17.1,259,17.1,3487,13,212,0.05,0.18726445734500885,3386,0.0001
16.54,259,16.54,3524,13,216,0.05,0.4350253939628601,3423,0.0001
16.21,259,16.21,3568,13,220,0.05,0.2745593786239624,3467,0.0001
15.94,260,15.94,3606,13,224,0.05,0.2124476581811905,3505,0.0001
15.63,260,15.63,3644,13,228,0.05,0.22731760144233704,3543,0.0001
14.42,260,14.42,3684,14,232,0.05,0.2579517364501953,3583,0.0001
13.56,261,13.56,3724,14,236,0.05,0.16823169589042664,3623,0.0001
12.5,261,12.5,3766,14,240,0.05,0.14911872148513794,3665,0.0001
11.75,261,11.75,3802,14,244,0.05,0.15310895442962646,3701,0.0001
11.11,261,11.11,3842,14,248,0.05,0.1303863376379013,3741,0.0001
10.65,261,10.65,3880,14,252,0.05,0.1625656932592392,3779,0.0001
10.04,261,10.04,3918,14,256,0.05,0.3374340236186981,3817,0.0001
9.73,262,9.73,3957,15,260,0.05,0.1510712057352066,3856,0.0001
9.55,262,9.55,3995,15,264,0.05,0.2431238889694214,3894,0.0001
9.55,262,9.55,4034,15,268,0.05,0.335395872592926,3933,0.0001
9.61,263,9.61,4075,15,272,0.05,0.2997422516345978,3974,0.0001
9.62,263,9.62,4114,15,276,0.05,0.5399012565612793,4013,0.0001
9.59,263,9.59,4152,15,280,0.05,0.3132507801055908,4051,0.0001
9.63,263,9.63,4192,15,284,0.05,0.17935805022716522,4091,0.0001
9.63,262,9.63,4229,16,288,0.05,0.3087426424026489,4128,0.0001
9.68,262,9.68,4268,16,292,0.05,0.3637794852256775,4167,0.0001
9.69,261,9.69,4305,16,296,0.05,0.17071311175823212,4204,0.0001
9.71,260,9.71,4344,16,300,0.05,0.14104048907756805,4243,0.0001
9.72,259,9.72,4383,16,304,0.05,0.24214184284210205,4282,0.0001
9.71,259,9.71,4421,17,308,0.05,0.45639511942863464,4320,0.0001
9.7,260,9.7,4457,17,312,0.05,0.20584383606910706,4356,0.0001
9.71,260,9.71,4495,17,316,0.05,0.28594785928726196,4394,0.0001
9.64,260,9.64,4532,17,320,0.05,0.2875594198703766,4431,0.0001
9.62,260,9.62,4568,17,324,0.05,0.2554323077201843,4467,0.0001
9.64,260,9.64,4608,17,328,0.05,0.4672863185405731,4507,0.0001
9.59,261,9.59,4643,17,332,0.05,0.34003791213035583,4542,0.0001
9.59,261,9.59,4683,17,336,0.05,0.33804163336753845,4582,0.0001
9.61,261,9.61,4727,18,340,0.05,0.29293501377105713,4626,0.0001
9.63,262,9.63,4765,18,344,0.05,0.20395125448703766,4664,0.0001
9.65,262,9.65,4807,18,348,0.05,0.22577261924743652,4706,0.0001
9.67,262,9.67,4847,18,352,0.05,0.13614991307258606,4746,0.0001
9.69,263,9.69,4887,18,356,0.05,0.20942604541778564,4786,0.0001
9.68,263,9.68,4925,18,360,0.05,0.25087976455688477,4824,0.0001
9.67,263,9.67,4962,18,364,0.05,0.3422177731990814,4861,0.0001
9.68,263,9.68,5002,18,368,0.05,0.34069254994392395,4901,0.0001
9.66,264,9.66,5041,19,372,0.05,0.18943919241428375,4940,0.0001
9.62,264,9.62,5076,19,376,0.05,0.21949997544288635,4975,0.0001
9.64,264,9.64,5116,19,380,0.05,0.20428138971328735,5015,0.0001
9.6,264,9.6,5152,19,384,0.05,0.1410970836877823,5051,0.0001
9.6,265,9.6,5189,19,388,0.05,0.13677488267421722,5088,0.0001
9.58,264,9.58,5226,19,392,0.05,0.15138238668441772,5125,0.0001
9.61,264,9.61,5266,19,396,0.05,0.4153609275817871,5165,0.0001
9.59,264,9.59,5303,20,400,0.05,0.2334200143814087,5202,0.0001
9.61,264,9.61,5344,20,404,0.05,0.26224619150161743,5243,0.0001
9.62,264,9.62,5383,20,408,0.05,0.273523211479187,5282,0.0001
9.63,264,9.63,5420,20,412,0.05,0.24033278226852417,5319,0.0001
9.64,265,9.64,5459,20,416,0.05,0.1711893081665039,5358,0.0001
9.66,265,9.66,5498,20,420,0.05,0.15330924093723297,5397,0.0001
9.69,265,9.69,5537,20,424,0.05,0.19023743271827698,5436,0.0001
9.67,265,9.67,5575,20,428,0.05,0.2360992282629013,5474,0.0001
9.7,266,9.7,5613,21,432,0.05,0.14816433191299438,5512,0.0001
9.72,266,9.72,5655,21,436,0.05,0.07508128136396408,5554,0.0001
