episode_reward,episode_length
30.0,30
20.0,20
20.0,20
22.0,22
26.0,26
34.0,34
34.0,34
12.0,12
22.0,22
21.0,21
30.0,30
49.0,49
39.0,39
30.0,30
17.0,17
12.0,12
16.0,16
18.0,18
20.0,20
13.0,13
59.0,59
15.0,15
18.0,18
24.0,24
19.0,19
17.0,17
47.0,47
16.0,16
22.0,22
15.0,15
8.0,8
29.0,29
27.0,27
21.0,21
17.0,17
23.0,23
26.0,26
19.0,19
24.0,24
18.0,18
24.0,24
10.0,10
28.0,28
17.0,17
13.0,13
15.0,15
48.0,48
16.0,16
26.0,26
18.0,18
32.0,32
30.0,30
17.0,17
22.0,22
16.0,16
35.0,35
22.0,22
48.0,48
12.0,12
30.0,30
23.0,23
22.0,22
35.0,35
15.0,15
20.0,20
17.0,17
19.0,19
77.0,77
30.0,30
15.0,15
34.0,34
41.0,41
58.0,58
24.0,24
20.0,20
27.0,27
28.0,28
26.0,26
25.0,25
34.0,34
23.0,23
20.0,20
46.0,46
122.0,122
87.0,87
118.0,118
72.0,72
293.0,293
136.0,136
126.0,126
186.0,186
354.0,354
184.0,184
128.0,128
161.0,161
240.0,240
281.0,281
154.0,154
167.0,167
185.0,185
241.0,241
190.0,190
168.0,168
119.0,119
134.0,134
142.0,142
324.0,324
218.0,218
156.0,156
213.0,213
164.0,164
172.0,172
163.0,163
224.0,224
134.0,134
152.0,152
138.0,138
167.0,167
324.0,324
137.0,137
149.0,149
255.0,255
129.0,129
126.0,126
153.0,153
108.0,108
118.0,118
169.0,169
215.0,215
163.0,163
132.0,132
118.0,118
115.0,115
146.0,146
137.0,137
100.0,100
141.0,141
108.0,108
141.0,141
126.0,126
124.0,124
114.0,114
129.0,129
108.0,108
101.0,101
133.0,133
126.0,126
134.0,134
170.0,170
110.0,110
121.0,121
114.0,114
129.0,129
126.0,126
168.0,168
123.0,123
131.0,131
131.0,131
163.0,163
138.0,138
180.0,180
208.0,208
195.0,195
168.0,168
181.0,181
128.0,128
218.0,218
147.0,147
251.0,251
158.0,158
99.0,99
169.0,169
160.0,160
150.0,150
170.0,170
123.0,123
161.0,161
197.0,197
198.0,198
175.0,175
148.0,148
129.0,129
160.0,160
138.0,138
146.0,146
155.0,155
171.0,171
199.0,199
190.0,190
158.0,158
156.0,156
184.0,184
149.0,149
167.0,167
219.0,219
190.0,190
179.0,179
205.0,205
152.0,152
171.0,171
245.0,245
166.0,166
170.0,170
226.0,226
186.0,186
168.0,168
191.0,191
209.0,209
349.0,349
269.0,269
165.0,165
174.0,174
160.0,160
218.0,218
237.0,237
186.0,186
186.0,186
180.0,180
179.0,179
214.0,214
199.0,199
177.0,177
194.0,194
204.0,204
177.0,177
178.0,178
194.0,194
194.0,194
161.0,161
170.0,170
203.0,203
169.0,169
227.0,227
251.0,251
190.0,190
204.0,204
218.0,218
374.0,374
230.0,230
243.0,243
170.0,170
191.0,191
204.0,204
182.0,182
206.0,206
190.0,190
221.0,221
253.0,253
195.0,195
212.0,212
173.0,173
206.0,206
202.0,202
222.0,222
277.0,277
177.0,177
203.0,203
231.0,231
294.0,294
214.0,214
366.0,366
181.0,181
205.0,205
217.0,217
201.0,201
229.0,229
269.0,269
218.0,218
307.0,307
254.0,254
225.0,225
195.0,195
204.0,204
218.0,218
389.0,389
226.0,226
417.0,417
261.0,261
239.0,239
185.0,185
244.0,244
273.0,273
189.0,189
250.0,250
267.0,267
200.0,200
233.0,233
399.0,399
348.0,348
296.0,296
234.0,234
257.0,257
231.0,231
284.0,284
257.0,257
305.0,305
500.0,500
349.0,349
216.0,216
366.0,366
256.0,256
246.0,246
354.0,354
500.0,500
303.0,303
285.0,285
276.0,276
321.0,321
414.0,414
342.0,342
194.0,194
480.0,480
268.0,268
359.0,359
231.0,231
330.0,330
332.0,332
250.0,250
