time/fps,time/time_elapsed,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss
206,0,4,49,0.9068999999999997,,,,,
244,0,8,85,0.8384999999999998,4.0,310.0,,,
259,0,12,117,0.7777000000000003,3.0,288.0,,,
258,0,16,137,0.7397000000000002,2.0,249.0,,,
267,0,20,166,0.6846,1.75,240.25,,,
279,0,24,200,0.6199999999999997,1.75,240.25,,,
285,0,28,238,0.5478000000000003,1.8,234.2,,,
283,0,32,256,0.5135999999999998,1.8333333333333333,233.83333333333334,,,
283,1,36,287,0.4547,1.7142857142857142,230.42857142857142,,,
287,1,40,316,0.39959999999999973,1.625,228.625,,,
288,1,44,334,0.3654000000000003,1.625,228.625,,,
287,1,48,354,0.32740000000000036,1.4444444444444444,220.11111111111111,,,
289,1,52,381,0.2760999999999997,1.4,218.3,,,
293,1,56,419,0.2039000000000002,1.4545454545454546,220.1818181818182,,,
297,1,60,456,0.1336000000000005,1.5,222.16666666666666,,,
298,1,64,476,0.09560000000000057,1.5,222.16666666666666,,,
305,1,68,536,0.05,1.3846153846153846,217.46153846153845,,,
304,1,72,556,0.05,1.5714285714285714,225.07142857142858,,,
305,1,76,587,0.05,1.5333333333333334,224.66666666666666,,,
308,2,80,625,0.05,1.5625,226.0,,,
312,2,84,663,0.05,1.5625,226.0,,,
311,2,88,683,0.05,1.588235294117647,226.0,,,
314,2,92,721,0.05,1.5,222.83333333333334,,,
319,2,96,785,0.05,1.736842105263158,232.47368421052633,,,
321,2,100,823,0.05,1.75,232.7,,,
325,2,104,875,0.05,1.75,232.7,,,
323,2,108,893,0.05,1.8571428571428572,235.66666666666666,,,
324,2,112,940,0.05,1.8181818181818181,234.77272727272728,,,
323,2,116,958,0.05,1.826086956521739,234.69565217391303,,,
324,3,120,992,0.05,1.8333333333333333,234.625,,,
313,3,124,1012,0.05,1.8333333333333333,234.625,2,0.0003,0.018491597846150398
277,3,128,1050,0.05,1.76,231.44,12,0.0003,0.07664486765861511
265,4,132,1068,0.05,1.7692307692307692,231.84615384615384,16,0.0003,0.015592259354889393
252,4,136,1093,0.05,1.7407407407407407,229.66666666666666,23,0.0003,0.027570270001888275
234,4,140,1143,0.05,1.7857142857142858,231.25,35,0.0003,0.015910407528281212
222,5,144,1181,0.05,1.7857142857142858,231.25,45,0.0003,0.015159373171627522
212,5,148,1219,0.05,1.793103448275862,231.06896551724137,54,0.0003,0.014495059847831726
207,5,152,1239,0.05,1.8,231.46666666666667,59,0.0003,0.0005999650456942618
199,6,156,1277,0.05,1.7419354838709677,229.06451612903226,69,0.0003,0.0018005244201049209
193,6,160,1309,0.05,1.78125,230.75,77,0.0003,0.0005708900280296803
189,7,164,1329,0.05,1.78125,230.75,82,0.0003,0.00048627564683556557
186,7,168,1349,0.05,1.7272727272727273,228.54545454545453,87,0.0003,0.01574033685028553
176,8,172,1430,0.05,1.7352941176470589,228.85294117647058,107,0.0003,0.017743779346346855
171,8,176,1468,0.05,1.8857142857142857,234.9142857142857,116,0.0003,0.015257826074957848
169,8,180,1488,0.05,1.8333333333333333,233.05555555555554,121,0.0003,0.014639639295637608
167,9,184,1508,0.05,1.8333333333333333,233.05555555555554,126,0.0003,0.016216974705457687
163,9,188,1546,0.05,1.837837837837838,233.1081081081081,136,0.0003,0.016054542735219002
161,9,192,1566,0.05,1.7894736842105263,231.55263157894737,141,0.0003,0.027662742882966995
160,9,196,1586,0.05,1.7435897435897436,230.28205128205127,146,0.0003,0.01517085824161768
158,10,200,1606,0.05,1.7,228.625,151,0.0003,0.015680110082030296
157,10,204,1626,0.05,1.7,228.625,156,0.0003,0.014706228859722614
154,10,208,1664,0.05,1.6585365853658536,227.0,165,0.0003,0.029446035623550415
150,11,212,1733,0.05,1.6904761904761905,227.97619047619048,183,0.0003,0.014688505791127682
145,12,216,1827,0.05,1.8604651162790697,235.58139534883722,206,0.0003,0.01564575731754303
144,12,220,1847,0.05,1.8636363636363635,235.9090909090909,211,0.0003,0.0014475786592811346
142,13,224,1886,0.05,1.8636363636363635,235.9090909090909,221,0.0003,0.02898496389389038
141,13,228,1924,0.05,1.8666666666666667,236.33333333333334,230,0.0003,0.0010529067367315292
140,13,232,1944,0.05,1.8695652173913044,236.47826086956522,235,0.0003,0.015663359314203262
139,14,236,1964,0.05,1.8297872340425532,234.82978723404256,240,0.0003,0.0312197282910347
137,14,240,2014,0.05,1.8541666666666667,235.85416666666666,253,0.0003,0.03190400078892708
136,15,244,2052,0.05,1.8541666666666667,235.85416666666666,262,0.0003,0.030232831835746765
135,15,248,2090,0.05,1.8571428571428572,235.81632653061226,272,0.0003,0.016266431659460068
134,15,252,2110,0.05,1.86,235.62,277,0.0003,0.002338578924536705
133,16,256,2159,0.05,1.8627450980392157,235.9607843137255,289,0.0003,0.015827719122171402
132,16,260,2202,0.05,1.8846153846153846,237.57692307692307,300,0.0003,0.03011970780789852
131,17,264,2233,0.05,1.8846153846153846,237.57692307692307,308,0.0003,0.014803297817707062
130,17,268,2253,0.05,1.8679245283018868,237.1509433962264,313,0.0003,0.014539359137415886
130,17,272,2273,0.05,1.8333333333333333,235.61111111111111,318,0.0003,0.02861621230840683
129,17,276,2311,0.05,1.8363636363636364,235.45454545454547,327,0.0003,0.0011641000164672732
128,18,280,2361,0.05,1.8571428571428572,236.32142857142858,340,0.0003,0.0009232311858795583
127,18,284,2381,0.05,1.8571428571428572,236.32142857142858,345,0.0003,0.028944769874215126
126,19,288,2419,0.05,1.8245614035087718,235.140350877193,354,0.0003,0.0008770046988502145
126,19,292,2451,0.05,1.8448275862068966,236.0,362,0.0003,0.03703559190034866
125,20,296,2503,0.05,1.847457627118644,235.57627118644066,375,0.0003,0.0020749003160744905
124,20,300,2523,0.05,1.85,235.86666666666667,380,0.0003,0.0027412613853812218
123,20,304,2561,0.05,1.85,235.86666666666667,390,0.0003,0.002087333472445607
123,21,308,2593,0.05,1.8688524590163935,236.75409836065575,398,0.0003,0.03463026508688927
122,21,312,2631,0.05,1.8387096774193548,235.6290322580645,407,0.0003,0.011100358329713345
121,21,316,2675,0.05,1.873015873015873,237.31746031746033,418,0.0003,0.004285464528948069
121,22,320,2716,0.05,1.875,237.4375,428,0.0003,0.015327473171055317
120,22,324,2761,0.05,1.875,237.4375,440,0.0003,0.03351517394185066
120,23,328,2804,0.05,1.9076923076923078,238.4923076923077,450,0.0003,0.004559394437819719
119,23,332,2843,0.05,1.9090909090909092,238.87878787878788,460,0.0003,0.008361969143152237
119,24,336,2875,0.05,1.9104477611940298,239.0,468,0.0003,0.002861596643924713
118,24,340,2913,0.05,1.911764705882353,239.19117647058823,478,0.0003,0.0294118020683527
117,25,344,2969,0.05,1.911764705882353,239.19117647058823,492,0.0003,0.03188009932637215
117,25,348,3043,0.05,1.9565217391304348,240.7536231884058,510,0.0003,0.004619593266397715
116,26,352,3069,0.05,2.0142857142857142,242.82857142857142,517,0.0003,0.032694052904844284
116,26,356,3110,0.05,2.0140845070422535,243.07042253521126,527,0.0003,0.002827941905707121
115,27,360,3153,0.05,2.0277777777777777,243.48611111111111,538,0.0003,0.014567913487553596
115,27,364,3185,0.05,2.0277777777777777,243.48611111111111,546,0.0003,0.014397073537111282
114,27,368,3217,0.05,2.041095890410959,243.4931506849315,554,0.0003,0.004998575896024704
114,28,372,3251,0.05,2.027027027027027,242.8108108108108,562,0.0003,0.0013373035471886396
114,28,376,3269,0.05,2.026666666666667,242.70666666666668,567,0.0003,0.02448190562427044
114,28,380,3303,0.05,2.026315789473684,242.5,575,0.0003,0.01445148978382349
113,29,384,3321,0.05,2.026315789473684,242.5,580,0.0003,0.0028142251539975405
113,29,388,3355,0.05,2.0,241.24675324675326,588,0.0003,0.011898478493094444
113,29,392,3391,0.05,2.0,241.17948717948718,597,0.0003,0.0023644075263291597
112,30,396,3419,0.05,2.0126582278481013,241.43037974683546,604,0.0003,0.0012725265696644783
112,30,400,3463,0.05,2.025,241.625,615,0.0003,0.024630950763821602
112,31,404,3495,0.05,2.025,241.625,623,0.0003,0.014867513440549374
112,31,408,3528,0.05,2.0246913580246915,241.320987654321,631,0.0003,0.014128917828202248
111,31,412,3544,0.05,2.024390243902439,241.17073170731706,635,0.0003,0.014513259753584862
111,32,416,3603,0.05,2.0240963855421685,241.0843373493976,650,0.0003,0.0021623591892421246
111,32,420,3642,0.05,2.0476190476190474,242.17857142857142,660,0.0003,0.0035414984449744225
110,33,424,3662,0.05,2.0476190476190474,242.17857142857142,665,0.0003,0.007897104136645794
110,33,428,3682,0.05,2.023529411764706,241.1764705882353,670,0.0003,0.013016815297305584
110,33,432,3702,0.05,2.0,240.2093023255814,675,0.0003,0.014282307587563992
110,33,436,3722,0.05,1.9770114942528736,239.50574712643677,680,0.0003,0.004406756721436977
110,34,440,3742,0.05,1.9545454545454546,238.77272727272728,685,0.0003,0.001738671213388443
109,34,444,3790,0.05,1.9545454545454546,238.77272727272728,697,0.0003,0.003023567609488964
109,34,448,3810,0.05,1.9662921348314606,239.12359550561797,702,0.0003,0.002874859608709812
109,35,452,3846,0.05,1.9444444444444444,238.16666666666666,711,0.0003,0.009503623470664024
109,35,456,3889,0.05,1.967032967032967,239.16483516483515,722,0.0003,0.0027170409448444843
108,36,460,3946,0.05,1.9891304347826086,239.91304347826087,736,0.0003,0.01197400689125061
108,36,464,3980,0.05,1.9891304347826086,239.91304347826087,744,0.0003,0.009454438462853432
108,37,468,4053,0.05,2.0,240.06451612903226,763,0.0003,0.004004296846687794
107,37,472,4084,0.05,2.0319148936170213,241.22340425531914,770,0.0003,0.012899920344352722
107,38,476,4118,0.05,2.042105263157895,241.53684210526316,779,0.0003,0.02694885805249214
107,38,480,4149,0.05,2.03125,241.1875,787,0.0003,0.03560049459338188
107,39,484,4190,0.05,2.03125,241.1875,797,0.0003,0.02556588500738144
107,39,488,4231,0.05,2.051546391752577,241.60824742268042,807,0.0003,0.004292572848498821
107,39,492,4260,0.05,2.061224489795918,241.89795918367346,814,0.0003,0.011185853742063046
106,40,496,4299,0.05,2.0606060606060606,241.97979797979798,824,0.0003,0.038531165570020676
106,40,500,4333,0.05,2.06,241.94,833,0.0003,0.03816588595509529
106,40,504,4353,0.05,2.06,241.94,838,0.0003,0.005090347956866026
106,41,508,4373,0.05,2.02,240.57,843,0.0003,0.02311830222606659
106,41,512,4411,0.05,2.02,240.49,852,0.0003,0.010747112333774567
106,41,516,4438,0.05,2.03,240.73,859,0.0003,0.004927873145788908
105,42,520,4465,0.05,2.03,240.52,866,0.0003,0.001746052410453558
105,43,524,4547,0.05,2.03,240.52,886,0.0003,0.022671237587928772
105,43,528,4596,0.05,2.12,243.03,898,0.0003,0.010892577469348907
105,43,532,4631,0.05,2.18,243.86,907,0.0003,0.012045555748045444
105,44,536,4651,0.05,2.17,243.51,912,0.0003,0.010409275069832802
105,44,540,4671,0.05,2.16,243.13,917,0.0003,0.005113980267196894
105,44,544,4701,0.05,2.16,243.13,925,0.0003,0.001884816912934184
104,45,548,4747,0.05,2.17,243.71,936,0.0003,0.009347300976514816
104,45,552,4781,0.05,2.2,244.67,945,0.0003,0.027469554916024208
104,46,556,4846,0.05,2.25,245.03,961,0.0003,0.0022916574962437153
104,46,560,4866,0.05,2.25,245.18,966,0.0003,0.0011987317120656371
104,47,564,4910,0.05,2.25,245.18,977,0.0003,0.01557309553027153
104,47,568,4930,0.05,2.27,246.22,982,0.0003,0.006798554677516222
104,47,572,4966,0.05,2.23,244.61,991,0.0003,0.022553792223334312
104,47,576,4997,0.05,2.24,244.77,999,0.0003,0.01132015697658062
