rollout/exploration_rate,time/total_timesteps,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/loss,train/n_updates
0.9939362499999999,49,0,4,165,,,,,
0.9894812500000003,85,0,8,195,310.0,4.0,,,
0.9855212499999997,117,0,12,211,288.0,3.0,,,
0.9830462499999999,137,0,16,212,249.0,2.0,,,
0.9794574999999995,166,0,20,221,240.25,1.75,,,
0.9752500000000005,200,0,24,233,240.25,1.75,,,
0.9705475000000005,238,0,28,240,234.2,1.8,,,
0.9683200000000002,256,1,32,239,233.83333333333334,1.8333333333333333,,,
0.9644837500000003,287,1,36,241,230.42857142857142,1.7142857142857142,,,
0.9608949999999999,316,1,40,244,228.625,1.625,,,
0.9586674999999996,334,1,44,244,228.625,1.625,,,
0.9561924999999999,354,1,48,243,220.11111111111111,1.4444444444444444,,,
0.9528512499999999,381,1,52,243,218.3,1.4,,,
0.94814875,419,1,56,246,220.1818181818182,1.4545454545454546,,,
0.9435699999999996,456,1,60,248,222.16666666666666,1.5,,,
0.9410949999999999,476,1,64,249,222.16666666666666,1.5,,,
0.9336699999999996,536,2,68,256,217.46153846153845,1.3846153846153846,,,
0.9311949999999999,556,2,72,254,225.07142857142858,1.5714285714285714,,,
0.92735875,587,2,76,254,224.66666666666666,1.5333333333333334,,,
0.92265625,625,2,80,257,226.0,1.5625,,,
0.91795375,663,2,84,259,226.0,1.5625,,,
0.9154787500000002,683,2,88,258,226.0,1.588235294117647,,,
0.9107762500000002,721,2,92,260,222.83333333333334,1.5,,,
0.90285625,785,2,96,264,232.47368421052633,1.736842105263158,,,
0.89815375,823,3,100,265,232.7,1.75,,,
0.8917187499999996,875,3,104,268,232.7,1.75,,,
0.8894912500000004,893,3,108,267,235.66666666666666,1.8571428571428572,,,
0.8836749999999997,940,3,112,268,234.77272727272728,1.8181818181818181,,,
0.8814475000000004,958,3,116,267,234.69565217391303,1.826086956521739,,,
0.8772400000000004,992,3,120,267,234.625,1.8333333333333333,,,
0.8747649999999996,1012,3,124,266,234.625,1.8333333333333333,,,
0.8709287499999997,1043,3,128,263,231.44,1.76,,,
0.8672162499999996,1073,4,132,262,232.30769230769232,1.7692307692307692,,,
0.8633799999999997,1104,4,136,262,231.25925925925927,1.7407407407407407,,,
0.8571924999999998,1154,4,140,263,232.82142857142858,1.7857142857142858,,,
0.8524899999999997,1192,4,144,264,232.82142857142858,1.7857142857142858,,,
0.8472924999999998,1234,4,148,265,232.31034482758622,1.793103448275862,,,
