rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/learning_rate,train/loss
23.0,23.0,5928,0,92,0.9389600000000002,4,,,
24.5,24.5,796,0,196,0.9264799999999997,8,95,0.001,0.0019599769730120897
28.333333333333332,28.333333333333332,511,0,340,0.9091999999999998,12,239,0.001,0.0001343961339443922
27.0625,27.0625,463,0,433,0.89804,16,332,0.001,0.00017040327657014132
27.25,27.25,448,1,545,0.8845999999999998,20,444,0.001,0.008585747331380844
25.208333333333332,25.208333333333332,443,1,605,0.8774,24,504,0.001,0.0035401119384914637
24.142857142857142,24.142857142857142,437,1,676,0.8688800000000001,28,575,0.001,0.006296855863183737
23.34375,23.34375,430,1,747,0.8603600000000002,32,646,0.001,0.011735748499631882
23.02777777777778,23.02777777777778,425,1,829,0.8505199999999997,36,728,0.001,0.010131904855370522
22.85,22.85,421,2,914,0.8403200000000002,40,813,0.001,0.008209461346268654
22.113636363636363,22.113636363636363,420,2,973,0.8332399999999998,44,872,0.001,0.010754839517176151
21.270833333333332,21.270833333333332,416,2,1021,0.82748,48,920,0.001,0.07855621725320816
20.942307692307693,20.942307692307693,414,2,1089,0.8193199999999998,52,988,0.001,0.02260722406208515
21.482142857142858,21.482142857142858,411,2,1203,0.8056400000000001,56,1102,0.001,0.041836656630039215
21.4,21.4,407,3,1284,0.7959199999999997,60,1183,0.001,0.026528609916567802
21.3125,21.3125,405,3,1364,0.7863200000000001,64,1263,0.001,0.013150178827345371
21.529411764705884,21.529411764705884,402,3,1464,0.7743200000000001,68,1363,0.001,0.015328900888562202
22.02777777777778,22.02777777777778,391,4,1586,0.7596800000000001,72,1485,0.001,0.03913050517439842
22.276315789473685,22.276315789473685,385,4,1693,0.74684,76,1592,0.001,0.02433145046234131
22.2125,22.2125,383,4,1777,0.7367599999999999,80,1676,0.001,0.04804058372974396
22.047619047619047,22.047619047619047,383,4,1852,0.7277600000000002,84,1751,0.001,0.011276597157120705
22.488636363636363,22.488636363636363,382,5,1979,0.7125200000000003,88,1878,0.001,0.04973252862691879
23.83695652173913,23.83695652173913,380,5,2193,0.6868399999999999,92,2092,0.001,0.023867841809988022
23.895833333333332,23.895833333333332,380,6,2294,0.6747199999999998,96,2193,0.001,0.02152026630938053
23.67,23.67,380,6,2367,0.6659599999999997,100,2266,0.001,0.024033688008785248
24.55,24.55,380,6,2547,0.64436,104,2446,0.001,0.02858300320804119
25.37,25.37,380,7,2733,0.6220399999999997,108,2632,0.001,0.006841312628239393
25.84,25.84,379,7,2924,0.5991200000000001,112,2823,0.001,0.027412081137299538
26.13,26.13,378,8,3046,0.5844800000000001,116,2945,0.001,0.023086920380592346
27.29,27.29,377,8,3274,0.5571200000000001,120,3173,0.001,0.07253263890743256
