rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/learning_rate,train/loss
18.47,18.47,377,7,2657,0.6635270000000002,140,2556,0.0001,0.2646888196468353
18.72,18.72,377,7,2738,0.656318,144,2637,0.0001,0.07704048603773117
19.73,19.73,377,7,2892,0.642612,148,2791,0.0001,0.14676053822040558
19.89,19.89,378,7,3015,0.6316649999999999,152,2914,0.0001,0.0694001168012619
20.42,20.42,378,8,3110,0.6232099999999998,156,3009,0.0001,0.23370058834552765
20.92,20.92,377,8,3250,0.6107500000000003,160,3149,0.0001,0.004070967435836792
21.25,21.25,377,8,3347,0.602117,164,3246,0.0001,0.005702568218111992
22.17,22.17,378,9,3513,0.5873430000000002,168,3412,0.0001,0.3963333070278168
23.53,23.53,379,9,3738,0.5673180000000003,172,3637,0.0001,0.1348835527896881
24.88,24.88,375,10,3928,0.5504080000000002,176,3827,0.0001,0.2076760232448578
25.64,25.64,372,10,4068,0.5379480000000001,180,3967,0.0001,0.4292466938495636
27.15,27.15,372,11,4343,0.5134729999999998,184,4242,0.0001,0.38582679629325867
28.58,28.58,371,12,4546,0.49540600000000007,188,4445,0.0001,0.3776039481163025
31.04,31.04,371,13,4855,0.4679050000000002,192,4754,0.0001,0.15445289015769958
35.04,35.04,373,14,5321,0.4264310000000002,196,5220,0.0001,0.5476887822151184
42.75,42.75,371,16,6139,0.3536290000000001,200,6038,0.0001,0.43046924471855164
49.65,49.65,372,18,6889,0.286879,204,6788,0.0001,0.3928581774234772
56.59,56.59,372,20,7660,0.21826000000000012,208,7559,0.0001,0.005319937597960234
62.11,62.11,368,22,8293,0.16192300000000004,212,8192,0.0001,0.009091388434171677
69.27,69.27,369,24,9076,0.09223599999999998,216,8975,0.0001,0.825742781162262
75.83,75.83,369,26,9802,0.027622000000000035,220,9701,0.0001,0.004049028269946575
82.85,82.85,367,28,10597,0.01,224,10496,0.0001,0.0053278598934412
89.26,89.26,368,30,11304,0.01,228,11203,0.0001,0.014654865488409996
96.96,96.96,366,33,12161,0.01,232,12060,0.0001,0.810906708240509
105.02,105.02,365,35,13060,0.01,236,12959,0.0001,0.003552712732926011
115.13,115.13,366,38,14170,0.01,240,14069,0.0001,0.0023830141872167587
122.24,122.24,365,40,14962,0.01,244,14861,0.0001,0.011052996851503849
129.72,129.72,365,43,15864,0.01,248,15763,0.0001,0.0007299974677152932
137.54,137.54,364,46,16769,0.01,252,16668,0.0001,0.0008207987411879003
147.43,147.43,364,48,17853,0.01,256,17752,0.0001,0.0011203867616131902
156.17,156.17,362,51,18867,0.01,260,18766,0.0001,0.0007577403448522091
162.89,162.89,362,54,19636,0.01,264,19535,0.0001,0.0010252202628180385
171.76,171.76,362,57,20689,0.01,268,20588,0.0001,0.00041004540980793536
182.06,182.06,363,60,21944,0.01,272,21843,0.0001,0.5621832609176636
188.09,188.09,361,62,22737,0.01,276,22636,0.0001,0.0020180565770715475
196.91,196.91,362,65,23759,0.01,280,23658,0.0001,0.0006367285386659205
204.5,204.5,361,68,24793,0.01,284,24692,0.0001,0.00027139828307554126
210.36,210.36,361,70,25582,0.01,288,25481,0.0001,0.00024404902069363743
214.03,214.03,361,72,26258,0.01,292,26157,0.0001,0.0006605233647860587
216.15,216.15,361,74,26936,0.01,296,26835,0.0001,0.002230436308309436
215.45,215.45,361,76,27684,0.01,300,27583,0.0001,0.0010980784427374601
215.44,215.44,361,78,28433,0.01,304,28332,0.0001,0.5817912220954895
215.12,215.12,360,80,29172,0.01,308,29071,0.0001,0.00043495564023032784
216.57,216.57,360,83,29950,0.01,312,29849,0.0001,0.0005762182408943772
216.09,216.09,359,85,30685,0.01,316,30584,0.0001,0.5189470648765564
216.75,216.75,360,87,31477,0.01,320,31376,0.0001,0.00038202916039153934
217.01,217.01,359,89,32298,0.01,324,32197,0.0001,0.0006428780034184456
218.47,218.47,358,92,33151,0.01,328,33050,0.0001,0.0011181654408574104
217.95,217.95,359,94,33956,0.01,332,33855,0.0001,0.0006657431367784739
217.51,217.51,358,97,34811,0.01,336,34710,0.0001,0.0005879648379050195
216.98,216.98,359,99,35868,0.01,340,35767,0.0001,0.0015098277945071459
217.43,217.43,358,102,36705,0.01,344,36604,0.0001,0.000757052970584482
217.73,217.73,358,104,37637,0.01,348,37536,0.0001,0.0015127123333513737
216.95,216.95,359,107,38464,0.01,352,38363,0.0001,0.0004012048593722284
217.76,217.76,358,110,39629,0.01,356,39528,0.0001,0.4633767306804657
216.11,216.11,359,112,40478,0.01,360,40377,0.0001,0.0022838329896330833
217.66,217.66,358,115,41402,0.01,364,41301,0.0001,0.0011418199865147471
219.56,219.56,359,118,42645,0.01,368,42544,0.0001,0.0006239276845008135
217.7,217.7,358,121,43714,0.01,372,43613,0.0001,0.00036998739233240485
222.75,222.75,358,125,45012,0.01,376,44911,0.0001,0.4847174882888794
221.56,221.56,358,127,45915,0.01,380,45814,0.0001,0.0006119859172031283
221.07,221.07,358,130,46900,0.01,384,46799,0.0001,0.00047465498209930956
224.74,224.74,358,133,48056,0.01,388,47955,0.0001,0.0006105969077907503
227.76,227.76,358,136,49034,0.01,392,48933,0.0001,0.0013350576627999544
