rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,rollout/exploration_rate,train/loss,train/n_updates,train/learning_rate
26.104166666666668,320,26.104166666666668,2506,7,96,0.5238600000000007,0.06556210666894913,2405,0.001
27.07,323,27.07,2707,8,100,0.4856700000000004,0.08917268365621567,2606,0.001
29.21,326,29.21,3013,9,104,0.4275300000000003,0.03395324572920799,2912,0.001
33.39,323,33.39,3542,10,108,0.32702,0.009356043301522732,3441,0.001
36.71,325,36.71,3984,12,112,0.24304000000000037,0.05978860333561897,3883,0.001
40.25,327,40.25,4438,13,116,0.15678000000000047,0.1746196448802948,4337,0.001
46.32,328,46.32,5135,15,120,0.05,0.25698918104171753,5034,0.001
54.3,326,54.3,6014,18,124,0.05,0.07115140557289124,5913,0.001
61.31,327,61.31,6813,20,128,0.05,0.30167698860168457,6712,0.001
69.04,326,69.04,7643,23,132,0.05,0.019258715212345123,7542,0.001
75.69,328,75.69,8384,25,136,0.05,0.014982419088482857,8283,0.001
82.23,327,82.23,9125,27,140,0.05,0.38711634278297424,9024,0.001
89.23,327,89.23,9887,30,144,0.05,0.5893021821975708,9786,0.001
95.21,328,95.21,10554,32,148,0.05,0.008232039399445057,10453,0.001
99.72,328,99.72,11098,33,152,0.05,0.008286956697702408,10997,0.001
103.77,328,103.77,11584,35,156,0.05,0.0072462297976017,11483,0.001
107.62,327,107.62,12073,36,160,0.05,0.6372836232185364,11972,0.001
111.22,328,111.22,12558,38,164,0.05,0.006302861031144857,12457,0.001
115.19,327,115.19,13036,39,168,0.05,0.0068679689429700375,12935,0.001
118.91,327,118.91,13522,41,172,0.05,0.04084683582186699,13421,0.001
123.52,328,123.52,14054,42,176,0.05,0.0165591761469841,13953,0.001
128.35,329,128.35,14645,44,180,0.05,0.013897220604121685,14544,0.001
130.02,328,130.02,15158,46,184,0.05,0.013440256007015705,15057,0.001
134.01,328,134.01,15713,47,188,0.05,0.02594413049519062,15612,0.001
140.31,329,140.31,16404,49,192,0.05,0.004469741135835648,16303,0.001
146.06,328,146.06,17112,52,196,0.05,0.014874906279146671,17011,0.001
149.44,328,149.44,17651,53,200,0.05,0.006399181205779314,17550,0.001
151.53,329,151.53,18166,55,204,0.05,0.008078656159341335,18065,0.001
151.99,328,151.99,18741,57,208,0.05,0.0051213218830525875,18640,0.001
154.44,329,154.44,19428,59,212,0.05,0.48972928524017334,19327,0.001
156.26,329,156.26,20064,60,216,0.05,0.6333073973655701,19963,0.001
156.4,326,156.4,20775,63,220,0.05,0.007111820857971907,20674,0.001
153.04,326,153.04,21318,65,224,0.05,0.008129873313009739,21217,0.001
148.29,326,148.29,21642,66,228,0.05,0.028512144461274147,21541,0.001
146.05,324,146.05,22248,68,232,0.05,0.35886630415916443,22147,0.001
145.06,323,145.06,22890,70,236,0.05,0.0238071009516716,22789,0.001
142.8,323,142.8,23405,72,240,0.05,0.04499401897192001,23304,0.001
140.4,322,140.4,23927,74,244,0.05,0.007656066678464413,23826,0.001
138.17,323,138.17,24371,75,248,0.05,0.016351569443941116,24270,0.001
138.4,323,138.4,24938,77,252,0.05,0.007113305851817131,24837,0.001
135.56,324,135.56,25140,77,256,0.05,1.2948952913284302,25039,0.001
131.71,324,131.71,25244,77,260,0.05,0.0476604700088501,25143,0.001
128.98,324,128.98,25456,78,264,0.05,0.8201987743377686,25355,0.001
125.64,324,125.64,25600,78,268,0.05,0.00206040870398283,25499,0.001
124.67,323,124.67,25989,80,272,0.05,0.04585777223110199,25888,0.001
123.65,323,123.65,26419,81,276,0.05,0.298330157995224,26318,0.001
122.42,324,122.42,26887,82,280,0.05,0.008566683158278465,26786,0.001
120.93,324,120.93,27251,83,284,0.05,0.3315543830394745,27150,0.001
121.38,324,121.38,27851,85,288,0.05,0.0069845374673604965,27750,0.001
120.77,324,120.77,28481,87,292,0.05,0.01859523355960846,28380,0.001
119.43,323,119.43,29055,89,296,0.05,0.029182175174355507,28954,0.001
120.54,322,120.54,29705,92,300,0.05,0.19327214360237122,29604,0.001
120.65,323,120.65,30231,93,304,0.05,0.007073248736560345,30130,0.001
120.42,323,120.42,30783,95,308,0.05,0.02253124490380287,30682,0.001
119.37,322,119.37,31365,97,312,0.05,0.018375571817159653,31264,0.001
118.05,321,118.05,31869,99,316,0.05,0.07748761773109436,31768,0.001
115.63,321,115.63,32338,100,320,0.05,0.010046528652310371,32237,0.001
113.62,321,113.62,32680,101,324,0.05,0.00299796718172729,32579,0.001
115.94,320,115.94,33236,103,328,0.05,0.1614867001771927,33135,0.001
116.42,320,116.42,33890,105,332,0.05,0.008816431276500225,33789,0.001
114.25,320,114.25,34315,107,336,0.05,0.0035310564562678337,34214,0.001
115.62,319,115.62,34967,109,340,0.05,0.00497369933873415,34866,0.001
119.41,319,119.41,35868,112,344,0.05,0.014177961274981499,35767,0.001
123.13,319,123.13,36684,114,348,0.05,0.02136431261897087,36583,0.001
123.44,318,123.44,37282,117,352,0.05,0.0049438378773629665,37181,0.001
129.27,318,129.27,38067,119,356,0.05,0.025510231032967567,37966,0.001
133.03,317,133.03,38547,121,360,0.05,0.0341830849647522,38446,0.001
135.97,318,135.97,39053,122,364,0.05,0.02178981900215149,38952,0.001
142.04,317,142.04,39804,125,368,0.05,0.0037275059148669243,39703,0.001
148.14,317,148.14,40803,128,372,0.05,0.015450658276677132,40702,0.001
150.75,317,150.75,41494,130,376,0.05,0.00942135602235794,41393,0.001
154.56,316,154.56,42343,133,380,0.05,0.005949170794337988,42242,0.001
157.5,316,157.5,43001,135,384,0.05,0.07160147279500961,42900,0.001
161.66,316,161.66,44017,139,388,0.05,0.00813246425241232,43916,0.001
161.38,316,161.38,44619,140,392,0.05,0.004612660966813564,44518,0.001
163.78,316,163.78,45433,143,396,0.05,0.01774941012263298,45332,0.001
165.34,315,165.34,46239,146,400,0.05,0.004448942840099335,46138,0.001
168.69,315,168.69,47100,149,404,0.05,0.008215729147195816,46999,0.001
175.43,315,175.43,48326,153,408,0.05,0.006024300120770931,48225,0.001
179.49,314,179.49,49314,156,412,0.05,0.005788031499832869,49213,0.001
