rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,rollout/exploration_rate,train/loss,train/n_updates,train/learning_rate
23.0,6779,23.0,92,0,4,0.9825200000000005,,,
25.375,617,25.375,203,0,8,0.9614300000000005,0.0031308564357459545,102,0.001
26.083333333333332,462,26.083333333333332,313,0,12,0.9405299999999996,0.00019991217413917184,212,0.001
25.8125,427,25.8125,413,0,16,0.9215299999999995,6.746855069650337e-05,312,0.001
25.15,393,25.15,503,1,20,0.9044300000000004,0.4012475609779358,402,0.001
24.333333333333332,375,24.333333333333332,584,1,24,0.8890399999999998,0.021755507215857506,483,0.001
24.357142857142858,365,24.357142857142858,682,1,28,0.8704200000000002,0.008645476773381233,581,0.001
23.09375,361,23.09375,739,2,32,0.8595899999999999,0.018294455483555794,638,0.001
22.63888888888889,360,22.63888888888889,815,2,36,0.8451500000000002,0.0012721022358164191,714,0.001
22.55,359,22.55,902,2,40,0.8286199999999995,0.021220631897449493,801,0.001
21.90909090909091,355,21.90909090909091,964,2,44,0.8168400000000003,0.030430123209953308,863,0.001
21.520833333333332,346,21.520833333333332,1033,2,48,0.8037299999999999,0.008421107195317745,932,0.001
21.653846153846153,340,21.653846153846153,1126,3,52,0.7860600000000002,0.0481983944773674,1025,0.001
21.553571428571427,337,21.553571428571427,1207,3,56,0.7706699999999995,0.03778202086687088,1106,0.001
21.85,333,21.85,1311,3,60,0.7509099999999999,0.03486180305480957,1210,0.001
22.4375,322,22.4375,1436,4,64,0.7271600000000004,0.041331641376018524,1335,0.001
22.308823529411764,316,22.308823529411764,1517,4,68,0.7117699999999998,0.05341371148824692,1416,0.001
22.65277777777778,312,22.65277777777778,1631,5,72,0.6901100000000002,0.007214991841465235,1530,0.001
22.394736842105264,313,22.394736842105264,1702,5,76,0.6766200000000004,0.0021664861124008894,1601,0.001
22.625,313,22.625,1810,5,80,0.6560999999999999,0.08749241381883621,1709,0.001
25.666666666666668,319,25.666666666666668,2156,6,84,0.5903599999999996,0.004943808540701866,2055,0.001
26.272727272727273,319,26.272727272727273,2312,7,88,0.5607199999999994,0.12877964973449707,2211,0.001
25.793478260869566,319,25.793478260869566,2373,7,92,0.5491299999999995,0.03376689553260803,2272,0.001
