rollout/exploration_rate,time/fps,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/loss,train/learning_rate
0.9942387878787882,139,4,0,49,,,,,
0.9900060606060608,167,8,0,85,4.0,310.0,,,
0.9862436363636362,180,12,0,117,3.0,288.0,,,
0.9838921212121211,182,16,0,137,2.0,249.0,,,
0.9804824242424243,190,20,0,166,1.75,240.25,,,
0.9764848484848483,200,24,0,200,1.75,240.25,,,
0.9720169696969696,207,28,1,238,1.8,234.2,,,
0.969900606060606,205,32,1,256,1.8333333333333333,233.83333333333334,,,
0.9662557575757578,204,36,1,287,1.7142857142857142,230.42857142857142,,,
0.9628460606060609,206,40,1,316,1.625,228.625,,,
0.9607296969696972,206,44,1,334,1.625,228.625,,,
0.9583781818181815,205,48,1,354,1.4444444444444444,220.11111111111111,,,
0.955203636363636,206,52,1,381,1.4,218.3,,,
0.9507357575757573,209,56,1,419,1.4545454545454546,220.1818181818182,,,
0.9463854545454543,212,60,2,456,1.5,222.16666666666666,,,
0.9440339393939393,212,64,2,476,1.5,222.16666666666666,,,
0.9369793939393942,218,68,2,536,1.3846153846153846,217.46153846153845,,,
0.9346278787878785,217,72,2,556,1.5714285714285714,225.07142857142858,,,
0.9309830303030303,217,76,2,587,1.5333333333333334,224.66666666666666,,,
0.9265151515151516,219,80,2,625,1.5625,226.0,,,
0.9220472727272728,221,84,2,663,1.5625,226.0,,,
0.9196957575757578,220,88,3,683,1.588235294117647,226.0,,,
0.9152278787878785,221,92,3,721,1.5,222.83333333333334,,,
0.90770303030303,225,96,3,785,1.736842105263158,232.47368421052633,,,
0.9032351515151513,226,100,3,823,1.75,232.7,,,
0.8971212121212123,227,104,3,875,1.75,232.7,,,
0.8950048484848487,226,108,3,893,1.8571428571428572,235.66666666666666,,,
0.8894787878787882,227,112,4,940,1.8181818181818181,234.77272727272728,,,
0.8873624242424245,226,116,4,958,1.826086956521739,234.69565217391303,,,
0.8833648484848485,227,120,4,992,1.8333333333333333,234.625,,,
0.8810133333333335,227,124,4,1012,1.8333333333333333,234.625,,,
0.8773684848484846,227,128,4,1043,1.76,231.44,,,
0.873841212121212,227,132,4,1073,1.7692307692307692,232.30769230769232,,,
0.8701963636363639,227,136,4,1104,1.7407407407407407,231.25925925925927,,,
0.8643175757575756,229,140,5,1154,1.7857142857142858,232.82142857142858,,,
0.8598496969696969,229,144,5,1192,1.7857142857142858,232.82142857142858,,,
0.8549115151515154,230,148,5,1234,1.793103448275862,232.31034482758622,,,
0.8513842424242422,230,152,5,1264,1.8333333333333333,234.83333333333334,,,
0.8490327272727272,229,156,5,1284,1.7741935483870968,232.32258064516128,,,
0.8432715151515153,230,160,5,1333,1.8125,233.78125,,,
0.8390387878787879,231,164,5,1369,1.8125,233.78125,,,
0.8360993939393939,230,168,6,1394,1.8181818181818181,233.42424242424244,,,
0.8337478787878788,229,172,6,1414,1.7941176470588236,232.47058823529412,,,
0.8313963636363638,229,176,6,1434,1.7428571428571429,231.0,,,
0.8292800000000001,228,180,6,1452,1.6944444444444444,229.02777777777777,,,
0.8271636363636364,228,184,6,1470,1.6944444444444444,229.02777777777777,,,
0.8229309090909092,228,188,6,1506,1.6486486486486487,226.94594594594594,,,
0.8188157575757575,228,192,6,1541,1.6842105263157894,227.8684210526316,,,
0.8155236363636363,228,196,6,1569,1.6923076923076923,228.46153846153845,,,
0.8118787878787881,228,200,6,1600,1.675,227.95,,,
0.8059999999999998,229,204,7,1650,1.675,227.95,,,
0.8038836363636361,229,208,7,1668,1.7073170731707317,229.29268292682926,,,
0.7965939393939397,231,212,7,1730,1.7142857142857142,229.85714285714286,,,
0.7908327272727271,231,216,7,1779,1.744186046511628,231.04651162790697,,,
0.7889515151515148,230,220,7,1795,1.75,231.11363636363637,,,
0.7865999999999999,230,224,7,1815,1.75,231.11363636363637,,,
0.781191515151515,231,228,8,1861,1.711111111111111,229.95555555555555,,,
0.7790751515151513,231,232,8,1879,1.7391304347826086,230.7608695652174,,,
0.7716678787878785,232,236,8,1942,1.7872340425531914,232.93617021276594,,,
0.768493333333333,232,240,8,1969,1.7708333333333333,232.08333333333334,,,
0.7635551515151515,232,244,8,2011,1.7708333333333333,232.08333333333334,,,
0.7614387878787879,232,248,8,2029,1.7755102040816326,232.28571428571428,,,
0.7590872727272728,231,252,8,2049,1.74,230.72,,,
0.755677575757576,231,256,8,2078,1.7254901960784315,230.4313725490196,,,
0.7481527272727275,232,260,9,2142,1.7884615384615385,232.8846153846154,,,
0.7428618181818183,233,264,9,2187,1.7884615384615385,232.8846153846154,,,
0.7394521212121214,233,268,9,2216,1.8113207547169812,233.45283018867926,,,
0.7360424242424239,233,272,9,2245,1.8148148148148149,233.46296296296296,,,
0.7326327272727271,233,276,9,2274,1.8,232.6909090909091,,,
0.7283999999999997,234,280,9,2310,1.8035714285714286,232.60714285714286,,,
