time/time_elapsed,time/episodes,time/fps,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/learning_rate,train/n_updates
0,4,142,49,0.99118,,,,,
0,8,169,85,0.9847000000000001,4.0,310.0,,,
0,12,180,117,0.9789399999999999,3.0,288.0,,,
0,16,181,137,0.9753399999999999,2.0,249.0,,,
0,20,189,166,0.9701200000000001,1.75,240.25,,,
1,24,195,200,0.964,1.75,240.25,,,
1,28,203,238,0.9571599999999999,1.8,234.2,,,
1,32,202,256,0.9539200000000001,1.8333333333333333,233.83333333333334,,,
1,36,203,287,0.9483400000000001,1.7142857142857142,230.42857142857142,,,
1,40,204,316,0.9431200000000001,1.625,228.625,,,
1,44,204,334,0.93988,1.625,228.625,,,
1,48,203,354,0.93628,1.4444444444444444,220.11111111111111,,,
1,52,204,381,0.9314199999999999,1.4,218.3,,,
2,56,206,419,0.92458,1.4545454545454546,220.1818181818182,,,
2,60,208,456,0.9179200000000001,1.5,222.16666666666666,,,
2,64,208,476,0.91432,1.5,222.16666666666666,,,
2,68,174,515,0.9073,1.3846153846153846,217.46153846153845,0.03335649147629738,0.001,3
3,72,173,533,0.90406,1.4285714285714286,218.5,0.09351317584514618,0.001,8
3,76,171,553,0.9004599999999999,1.3333333333333333,215.6,0.03427543118596077,0.001,13
3,80,172,585,0.8947,1.3125,216.0,0.03031843900680542,0.001,21
3,84,171,605,0.8911,1.3125,216.0,0.03152269870042801,0.001,26
3,88,172,648,0.88336,1.2352941176470589,212.35294117647058,0.062494777143001556,0.001,36
3,92,171,664,0.8804799999999999,1.2777777777777777,214.22222222222223,0.03023996204137802,0.001,40
3,96,170,682,0.8772399999999999,1.2105263157894737,210.73684210526315,0.031505171209573746,0.001,45
4,100,170,713,0.8716599999999999,1.2,210.75,0.031322117894887924,0.001,53
4,104,172,761,0.8630199999999999,1.2,210.75,0.0016435394063591957,0.001,65
4,108,174,824,0.85168,1.2857142857142858,213.66666666666666,0.025847962126135826,0.001,80
4,112,175,875,0.8424999999999999,1.5,222.4090909090909,0.00464120227843523,0.001,93
5,116,174,902,0.8376399999999999,1.565217391304348,224.95652173913044,0.03918552026152611,0.001,100
5,120,174,934,0.83188,1.5833333333333333,224.83333333333334,0.03716837614774704,0.001,108
5,124,175,978,0.82396,1.5833333333333333,224.83333333333334,0.03620027005672455,0.001,119
5,128,175,1012,0.8178400000000001,1.6,225.6,0.0025312132202088833,0.001,127
5,132,176,1046,0.81172,1.6153846153846154,225.6153846153846,0.004107645712792873,0.001,136
6,136,176,1076,0.8063199999999999,1.6666666666666667,226.96296296296296,0.0015391976339742541,0.001,143
6,140,176,1103,0.8014600000000001,1.6428571428571428,225.35714285714286,0.06782916188240051,0.001,150
6,144,176,1132,0.7962400000000001,1.6428571428571428,225.35714285714286,0.002466420875862241,0.001,157
6,148,176,1159,0.79138,1.6206896551724137,224.13793103448276,0.0049743494018912315,0.001,164
6,152,176,1190,0.7858,1.6,223.3,0.005532527808099985,0.001,172
6,156,175,1210,0.7822,1.5806451612903225,222.58064516129033,0.006760065443813801,0.001,177
7,160,176,1253,0.77446,1.625,223.6875,0.06151285767555237,0.001,188
7,164,176,1271,0.77122,1.625,223.6875,0.03004647232592106,0.001,192
7,168,175,1300,0.766,1.5757575757575757,221.45454545454547,0.03426561504602432,0.001,199
7,172,175,1340,0.7587999999999999,1.588235294117647,222.38235294117646,0.03620373457670212,0.001,209
7,176,175,1372,0.75304,1.6,223.82857142857142,0.07211004197597504,0.001,217
8,180,176,1426,0.7433199999999999,1.6666666666666667,226.05555555555554,0.00410869624465704,0.001,231
8,184,176,1455,0.7381,1.6666666666666667,226.05555555555554,0.05522409453988075,0.001,238
8,188,175,1475,0.7345,1.6486486486486487,225.24324324324326,0.027064064517617226,0.001,243
8,192,175,1493,0.73126,1.605263157894737,223.89473684210526,0.002221380127593875,0.001,248
8,196,176,1560,0.7192,1.641025641025641,225.5897435897436,0.0017071588663384318,0.001,264
9,200,176,1602,0.71164,1.7,228.05,0.00038641769788227975,0.001,275
9,204,177,1640,0.7047999999999999,1.7,228.05,0.04915226995944977,0.001,284
9,208,176,1670,0.6993999999999999,1.7317073170731707,229.17073170731706,0.03418818488717079,0.001,292
9,212,176,1706,0.69292,1.6904761904761905,227.71428571428572,0.02472587488591671,0.001,301
9,216,176,1738,0.68716,1.744186046511628,228.7906976744186,0.005016002804040909,0.001,309
10,220,176,1774,0.68068,1.75,229.0909090909091,0.05742751061916351,0.001,318
10,224,176,1812,0.67384,1.75,229.0909090909091,0.006148549262434244,0.001,327
10,228,176,1854,0.66628,1.7777777777777777,230.2,0.0039548384957015514,0.001,338
10,232,176,1872,0.6630399999999999,1.7826086956521738,230.04347826086956,0.0059271580539643764,0.001,342
