rollout/exploration_rate,time/total_timesteps,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/loss,train/n_updates
0.9939362499999999,49,0,4,120,,,,,
0.9894812500000003,85,0,8,127,310.0,4.0,,,
0.9855212499999997,117,0,12,140,288.0,3.0,,,
0.9830462499999999,137,0,16,143,249.0,2.0,,,
0.9794574999999995,166,1,20,150,240.25,1.75,,,
0.9752500000000005,200,1,24,157,240.25,1.75,,,
0.9705475000000005,238,1,28,157,234.2,1.8,,,
0.9683200000000002,256,1,32,156,233.83333333333334,1.8333333333333333,,,
0.9644837500000003,287,1,36,156,230.42857142857142,1.7142857142857142,,,
0.9608949999999999,316,2,40,157,228.625,1.625,,,
0.9586674999999996,334,2,44,158,228.625,1.625,,,
0.9561924999999999,354,2,48,159,220.11111111111111,1.4444444444444444,,,
0.9528512499999999,381,2,52,162,218.3,1.4,,,
0.94814875,419,2,56,166,220.1818181818182,1.4545454545454546,,,
0.9435699999999996,456,2,60,170,222.16666666666666,1.5,,,
0.9410949999999999,476,2,64,171,222.16666666666666,1.5,,,
0.9336699999999996,536,3,68,178,217.46153846153845,1.3846153846153846,,,
0.9311949999999999,556,3,72,178,225.07142857142858,1.5714285714285714,,,
0.92735875,587,3,76,180,224.66666666666666,1.5333333333333334,,,
0.92265625,625,3,80,183,226.0,1.5625,,,
0.91795375,663,3,84,186,226.0,1.5625,,,
0.9154787500000002,683,3,88,186,226.0,1.588235294117647,,,
0.9107762500000002,721,3,92,189,222.83333333333334,1.5,,,
0.90285625,785,4,96,194,232.47368421052633,1.736842105263158,,,
0.89815375,823,4,100,195,232.7,1.75,,,
0.8917187499999996,875,4,104,199,232.7,1.75,,,
0.8894912500000004,893,4,108,198,235.66666666666666,1.8571428571428572,,,
0.8836749999999997,940,4,112,200,234.77272727272728,1.8181818181818181,,,
0.8814475000000004,958,4,116,200,234.69565217391303,1.826086956521739,,,
0.8772400000000004,992,4,120,200,234.625,1.8333333333333333,,,
0.8747649999999996,1012,5,124,196,234.625,1.8333333333333333,0.0001,0.01827460527420044,2
0.8668450000000004,1076,5,128,180,234.12,1.84,0.0001,0.002178614027798176,18
0.8606575000000005,1126,6,132,170,239.26923076923077,1.9615384615384615,0.0001,0.030904486775398254,31
